Code INSEE;Commune;Age;Moins de 2 années;De 2 à 4 années;De 5 à 9 années;De 10 à 19 années;De 20 à 29 années;De 30 à 39 années;De 40 à 49 années;De 50 à 59 années;De 60 à 69 années;70 années ou plus;geolocalisation
35196;Mordelles;40 à 54 ans;104;166;243;235;111;10;4;4;0;0;48.0857602983, -1.84210731238
35196;Mordelles;65 à 79 ans;24;37;68;73;74;156;97;8;0;3;48.0857602983, -1.84210731238
35208;Orgères;20 à 24 ans;28;11;1;0;1;0;0;0;0;0;47.9853322097, -1.66640026267
35208;Orgères;80 ans ou plus;3;7;5;10;10;6;13;6;4;5;47.9853322097, -1.66640026267
35210;Pacé;55 à 64 ans;23;82;93;171;158;75;11;2;2;0;48.152548244, -1.77716643787
35216;Parthenay-de-Bretagne;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.1884515911, -1.829797127
35216;Parthenay-de-Bretagne;15 à 19 ans;2;0;0;1;0;0;0;0;0;0;48.1884515911, -1.829797127
35216;Parthenay-de-Bretagne;80 ans ou plus;0;0;0;4;3;3;0;1;0;1;48.1884515911, -1.829797127
35238;Rennes;20 à 24 ans;11247;7293;606;164;54;1;4;4;0;0;48.1119791219, -1.68186449144
35238;Rennes;65 à 79 ans;459;898;1277;2479;2322;2979;1812;276;31;51;48.1119791219, -1.68186449144
35238;Rennes;80 ans ou plus;202;283;482;936;988;1275;1471;970;280;142;48.1119791219, -1.68186449144
35240;Le Rheu;20 à 24 ans;94;44;5;4;2;0;0;0;0;0;48.097397419, -1.78149989185
35250;Saint-Armel;80 ans ou plus;1;1;1;5;4;9;8;7;1;1;48.0133072658, -1.58086136058
35266;Saint-Erblon;15 à 19 ans;2;1;1;0;0;1;0;0;0;0;48.019118287, -1.64173794803
35275;Saint-Gilles;15 à 19 ans;3;1;0;0;0;0;0;0;0;0;48.1520929859, -1.85374690386
35275;Saint-Gilles;20 à 24 ans;53;23;1;0;1;0;0;0;0;0;48.1520929859, -1.85374690386
35275;Saint-Gilles;25 à 39 ans;150;144;86;22;3;2;0;0;0;0;48.1520929859, -1.85374690386
35275;Saint-Gilles;55 à 64 ans;17;27;17;69;78;118;12;1;4;0;48.1520929859, -1.85374690386
35275;Saint-Gilles;65 à 79 ans;7;10;18;30;25;133;61;4;1;6;48.1520929859, -1.85374690386
35275;Saint-Gilles;80 ans ou plus;2;3;8;12;19;16;16;10;6;6;48.1520929859, -1.85374690386
35278;Saint-Grégoire;15 à 19 ans;25;5;4;1;0;0;0;0;0;0;48.1588840471, -1.68571943452
35278;Saint-Grégoire;20 à 24 ans;114;71;5;3;0;0;0;0;0;0;48.1588840471, -1.68571943452
35278;Saint-Grégoire;65 à 79 ans;13;40;66;114;118;175;88;7;0;3;48.1588840471, -1.68571943452
35281;Saint-Jacques-de-la-Lande;65 à 79 ans;20;41;40;107;77;134;92;14;3;2;48.0755625884, -1.72405381322
35315;Saint-Sulpice-la-Forêt;40 à 54 ans;13;22;50;76;52;2;0;0;0;0;48.21225732, -1.57663512362
35315;Saint-Sulpice-la-Forêt;80 ans ou plus;1;0;1;1;1;5;3;1;3;1;48.21225732, -1.57663512362
35351;Le Verger;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.0658260742, -1.93692739781
35351;Le Verger;80 ans ou plus;0;0;1;3;5;4;1;0;0;0;48.0658260742, -1.93692739781
35352;Vern-sur-Seiche;25 à 39 ans;137;216;166;29;5;0;0;0;0;0;48.0525245014, -1.60521106164
35352;Vern-sur-Seiche;65 à 79 ans;8;26;51;80;92;152;114;9;1;1;48.0525245014, -1.60521106164
35352;Vern-sur-Seiche;80 ans ou plus;2;13;16;25;25;28;39;9;8;1;48.0525245014, -1.60521106164
35353;Vezin-le-Coquet;40 à 54 ans;55;72;93;190;54;5;0;0;0;0;48.1171829255, -1.74956473355
35001;Acigné;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.1464008617, -1.51879762112
35001;Acigné;80 ans ou plus;1;8;14;14;26;22;13;16;4;3;48.1464008617, -1.51879762112
35024;Betton;40 à 54 ans;123;321;303;473;135;17;9;0;0;0;48.1812360423, -1.64589552684
35024;Betton;80 ans ou plus;5;14;20;27;43;34;58;22;8;2;48.1812360423, -1.64589552684
35032;Bourgbarré;25 à 39 ans;78;176;110;13;1;3;0;0;0;0;47.988587599, -1.62222742311
35039;Brécé;20 à 24 ans;9;5;1;0;0;0;0;0;0;0;48.1107701278, -1.48991638652
35047;Bruz;65 à 79 ans;45;98;96;168;121;163;221;40;3;4;48.0261755313, -1.74817480915
35051;Cesson-Sévigné;40 à 54 ans;166;465;476;613;166;18;10;5;0;0;48.1202268032, -1.59714447272
35055;Chantepie;15 à 19 ans;18;6;0;2;0;0;0;0;0;0;48.0817134724, -1.6038253094
35055;Chantepie;65 à 79 ans;29;55;78;116;79;203;91;8;1;1;48.0817134724, -1.6038253094
35058;La Chapelle-Chaussée;55 à 64 ans;5;4;9;18;22;14;0;0;5;0;48.2664350425, -1.86414756163
35059;La Chapelle-des-Fougeretz;25 à 39 ans;104;286;141;13;2;0;0;0;0;0;48.1768937301, -1.74067185823
35065;La Chapelle-Thouarault;15 à 19 ans;0;0;0;0;0;0;0;0;0;0;48.1252826202, -1.8581233152
35066;Chartres-de-Bretagne;25 à 39 ans;239;393;164;30;3;1;2;0;0;0;48.0451561683, -1.70650297343
35066;Chartres-de-Bretagne;65 à 79 ans;14;24;55;79;77;209;158;5;1;1;48.0451561683, -1.70650297343
35076;Chavagne;25 à 39 ans;75;142;95;23;3;1;0;0;0;0;48.0561574005, -1.78649242036
35076;Chavagne;55 à 64 ans;9;15;32;50;83;96;1;1;2;0;48.0561574005, -1.78649242036
35076;Chavagne;80 ans ou plus;2;0;9;9;21;15;11;4;2;3;48.0561574005, -1.78649242036
35079;Chevaigné;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.2251828699, -1.63670416498
35079;Chevaigné;55 à 64 ans;5;16;10;33;39;41;2;2;0;0;48.2251828699, -1.63670416498
35080;Cintré;15 à 19 ans;0;2;0;0;0;0;0;0;0;0;48.108708615, -1.88667263001
35080;Cintré;20 à 24 ans;3;8;3;1;0;0;0;0;0;0;48.108708615, -1.88667263001
35080;Cintré;55 à 64 ans;4;15;11;40;31;27;3;2;0;0;48.108708615, -1.88667263001
35081;Clayes;15 à 19 ans;0;1;0;1;0;0;0;0;0;0;48.1786926288, -1.8539725616
35081;Clayes;20 à 24 ans;3;2;0;0;1;0;0;0;0;0;48.1786926288, -1.8539725616
35081;Clayes;40 à 54 ans;2;16;11;49;7;0;0;0;0;0;48.1786926288, -1.8539725616
35088;Corps-Nuds;55 à 64 ans;14;15;16;38;50;71;3;0;1;0;47.9823871404, -1.57026704551
35131;L'Hermitage;40 à 54 ans;54;92;87;191;46;3;2;1;0;0;48.1221023417, -1.8166504183
35139;Laillé;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;47.9672360017, -1.71452676529
35139;Laillé;25 à 39 ans;106;228;81;21;3;1;1;0;0;0;47.9672360017, -1.71452676529
35139;Laillé;40 à 54 ans;62;123;122;312;64;4;7;0;0;0;47.9672360017, -1.71452676529
35144;Langan;65 à 79 ans;0;2;5;8;5;17;9;2;1;1;48.2363756072, -1.84565830249
35180;Miniac-sous-Bécherel;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.2810885875, -1.92727123797
35180;Miniac-sous-Bécherel;20 à 24 ans;5;2;1;0;0;0;0;0;0;0;48.2810885875, -1.92727123797
35180;Miniac-sous-Bécherel;25 à 39 ans;14;27;25;6;1;0;0;0;1;0;48.2810885875, -1.92727123797
35180;Miniac-sous-Bécherel;40 à 54 ans;6;10;24;30;15;1;2;0;0;0;48.2810885875, -1.92727123797
35189;Montgermont;Moins de 15 ans;1;0;0;0;0;0;0;0;0;0;48.1538376773, -1.71729477816
35196;Mordelles;20 à 24 ans;71;42;4;2;1;0;0;0;0;0;48.0857602983, -1.84210731238
35204;Nouvoitou;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.0299058856, -1.55180159639
35204;Nouvoitou;20 à 24 ans;9;8;0;1;1;0;0;0;0;0;48.0299058856, -1.55180159639
35204;Nouvoitou;40 à 54 ans;23;42;79;151;84;3;5;1;0;0;48.0299058856, -1.55180159639
35204;Nouvoitou;80 ans ou plus;2;6;15;9;9;8;3;2;6;7;48.0299058856, -1.55180159639
35206;Noyal-Châtillon-sur-Seiche;55 à 64 ans;17;60;41;110;172;97;3;1;3;0;48.0524815273, -1.6633106381
35206;Noyal-Châtillon-sur-Seiche;80 ans ou plus;2;11;12;26;19;32;11;18;10;4;48.0524815273, -1.6633106381
35210;Pacé;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.152548244, -1.77716643787
35216;Parthenay-de-Bretagne;55 à 64 ans;4;5;17;21;8;16;0;0;2;0;48.1884515911, -1.829797127
35238;Rennes;Moins de 15 ans;1;0;0;0;0;0;0;0;0;0;48.1119791219, -1.68186449144
35240;Le Rheu;25 à 39 ans;250;406;181;42;4;1;1;0;0;0;48.097397419, -1.78149989185
35240;Le Rheu;40 à 54 ans;120;257;290;331;78;5;1;3;0;0;48.097397419, -1.78149989185
35250;Saint-Armel;Moins de 15 ans;1;0;0;1;0;0;0;0;0;0;48.0133072658, -1.58086136058
35250;Saint-Armel;25 à 39 ans;39;88;46;18;4;0;0;0;0;0;48.0133072658, -1.58086136058
35266;Saint-Erblon;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.019118287, -1.64173794803
35281;Saint-Jacques-de-la-Lande;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.0755625884, -1.72405381322
35281;Saint-Jacques-de-la-Lande;20 à 24 ans;287;162;5;5;0;0;0;0;0;0;48.0755625884, -1.72405381322
35281;Saint-Jacques-de-la-Lande;40 à 54 ans;198;396;377;374;105;6;14;0;0;0;48.0755625884, -1.72405381322
35281;Saint-Jacques-de-la-Lande;55 à 64 ans;45;88;108;190;132;73;9;9;2;0;48.0755625884, -1.72405381322
35315;Saint-Sulpice-la-Forêt;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.21225732, -1.57663512362
35315;Saint-Sulpice-la-Forêt;15 à 19 ans;0;1;0;0;1;0;0;0;0;0;48.21225732, -1.57663512362
35334;Thorigné-Fouillard;15 à 19 ans;5;1;1;1;1;0;0;0;0;0;48.1566082899, -1.58409867633
35334;Thorigné-Fouillard;65 à 79 ans;5;24;34;75;113;143;103;6;3;3;48.1566082899, -1.58409867633
35351;Le Verger;20 à 24 ans;2;2;0;0;1;0;0;0;0;0;48.0658260742, -1.93692739781
35352;Vern-sur-Seiche;55 à 64 ans;11;45;77;168;194;192;16;3;1;0;48.0525245014, -1.60521106164
35353;Vezin-le-Coquet;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.1171829255, -1.74956473355
35353;Vezin-le-Coquet;20 à 24 ans;41;13;3;2;3;0;0;0;0;0;48.1171829255, -1.74956473355
35363;Pont-Péan;Moins de 15 ans;0;0;0;0;0;0;0;0;0;0;48.0111348801, -1.69601676125
35363;Pont-Péan;15 à 19 ans;1;0;1;0;0;0;0;0;0;0;48.0111348801, -1.69601676125
35363;Pont-Péan;20 à 24 ans;26;23;4;2;2;0;0;0;0;0;48.0111348801, -1.69601676125
35363;Pont-Péan;25 à 39 ans;90;161;73;4;2;0;0;0;0;0;48.0111348801, -1.69601676125
35363;Pont-Péan;55 à 64 ans;6;26;32;71;54;66;1;2;2;0;48.0111348801, -1.69601676125
35363;Pont-Péan;65 à 79 ans;4;20;21;32;31;67;33;5;0;3;48.0111348801, -1.69601676125
35363;Pont-Péan;80 ans ou plus;4;6;5;5;10;7;12;11;4;0;48.0111348801, -1.69601676125
