Geo Point;Geo Shape;gml_id;objectid;circ_apaisee;type_agt_velo;sens;jalonnement;c_insee;annee_mes;etat
48.1310259239, -1.69148388802;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.691568870623628, 48.1310927649647], [-1.691398905420601, 48.130959082738045]]]}";circ_apais_amgt_velo.320;320;zone 30;;;;35238;;
48.1191730491, -1.68897439652;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.688681205538272, 48.119057130822235], [-1.689267587493464, 48.1192889673097]]]}";circ_apais_amgt_velo.226;226;zone de rencontre;;;;35238;;
48.1171360315, -1.71275036499;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.713639123198687, 48.11642207793426], [-1.713648513444546, 48.11702822284632], [-1.713437077530439, 48.11758583905613], [-1.711562611220777, 48.1170067467331], [-1.711771136853547, 48.116571713075665]]]}";circ_apais_amgt_velo.244;244;zone 30;;;;35238;;
48.0983226974, -1.65174890203;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.650757356005685, 48.09989782056052], [-1.650741109154983, 48.09987513144504], [-1.651338921640473, 48.09907105007025], [-1.651457448217119, 48.0989223957282], [-1.651569678727937, 48.09880152963839], [-1.651610106202565, 48.098725310456715], [-1.651900542121065, 48.0981459438977], [-1.652627729700251, 48.09665815121488]]]}";circ_apais_amgt_velo.257;257;zone 30;bande cyclable;contre-sens vélo;;35238;2008;
48.0904764639, -1.68789337804;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.687851621438277, 48.09011873436823], [-1.687935134632605, 48.09083419345312]]]}";circ_apais_amgt_velo.4044;4044;zone 30;;;;;;
48.1178420458, -1.6705568924;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.670628842009796, 48.11819059877695], [-1.670484942782178, 48.117493492833326]]]}";circ_apais_amgt_velo.4058;4058;zone 30;;;;;;
48.0917657062, -1.69016582697;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.691543825400638, 48.091864403329154], [-1.688787828540157, 48.091667008982306]]]}";circ_apais_amgt_velo.4046;4046;zone 30;;;;;;
48.1108791927, -1.66981000407;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.669957729339526, 48.11093067848529], [-1.669662278796417, 48.110827706828765]]]}";circ_apais_amgt_velo.4049;4049;zone 30;;;;;;
48.1171527457, -1.66772363446;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.668204394535272, 48.117167026762395], [-1.667242874388464, 48.11713846459439]]]}";circ_apais_amgt_velo.4060;4060;zone 30;;;;;;
48.1002275919, -1.69857563465;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.698383529616107, 48.09850672789086], [-1.698602207751427, 48.09973515979176], [-1.698714093462022, 48.10055311646035], [-1.69852779945141, 48.101672932506034], [-1.698508614709545, 48.101931204300506], [-1.698510562120788, 48.101952581488774]]]}";circ_apais_amgt_velo.1008;1008;;piste cyclable;sens unique;;35238;2013;
48.1294436706, -1.67153284888;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.671223927184373, 48.12912633660038], [-1.671841770576745, 48.12976100457828]]]}";circ_apais_amgt_velo.1011;1011;zone de rencontre;;;;35238;;
48.0977182918, -1.67849142745;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.678988237214391, 48.09768689835806], [-1.677994617678617, 48.09774968528521]]]}";circ_apais_amgt_velo.1014;1014;zone 30;;;;35238;;
48.1168209265, -1.71293531643;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.712584552853222, 48.11678762427975], [-1.712706466692214, 48.1167537026919], [-1.713153705923778, 48.11676033304644], [-1.71322942249899, 48.11679516589474], [-1.713227455803056, 48.116898782758774], [-1.71319269863217, 48.11694841614511], [-1.712584552853222, 48.11678762427975]]]}";circ_apais_amgt_velo.1015;1015;zone 30;;;;35238;;
48.1131037508, -1.68008267406;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679617461215791, 48.113627685179075], [-1.679733001150982, 48.11358442055896], [-1.679858260939431, 48.11353004733633], [-1.679947128017427, 48.11346679008202], [-1.679989625659929, 48.11341806481214], [-1.680022306134659, 48.11335082370622], [-1.68005061331122, 48.11328682784682], [-1.680116445387464, 48.11315851948882], [-1.680157759730836, 48.113066784385005], [-1.680294731842874, 48.11275314934734], [-1.680287304274937, 48.11241379102619]]]}";circ_apais_amgt_velo.952;952;zone 30;mixte bus + vélo;sens unique;non;35238;1990;R*
48.1066913239, -1.72713836542;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.718803714945563, 48.10723153052937], [-1.720674260922302, 48.10717356769218], [-1.723883895726463, 48.107084690301704], [-1.726017940281736, 48.10701133103588], [-1.727952914065954, 48.1069389242087], [-1.72832931044545, 48.106911244581894], [-1.728805976910573, 48.1068654551568], [-1.729239874798641, 48.10680989148961], [-1.729597310904872, 48.10675979114522], [-1.729768155020862, 48.10673613995637], [-1.730024343784823, 48.10669151912513], [-1.73029255909644, 48.10663944718896], [-1.730495643114735, 48.10659807444052], [-1.730729260559818, 48.1065441062157], [-1.731013324543622, 48.10647966411131], [-1.731350512011185, 48.10639593281294], [-1.731641752688041, 48.1063211111764], [-1.73195918063054, 48.10623721893803], [-1.732291269158903, 48.10613649865282], [-1.73282521966249, 48.1059623646234], [-1.73352735446993, 48.10573033538178], [-1.734269537505873, 48.10547299270215], [-1.734664213819582, 48.10532338300961], [-1.735013331387033, 48.10520939961673], [-1.735304452757614, 48.10513316557015]]]}";circ_apais_amgt_velo.1880;1880;;mixte bus + vélo;double-sens;non;35238;1994;
48.0996502517, -1.68635674736;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.686255866763184, 48.099792500298875], [-1.686457627965165, 48.09950800310805]]]}";circ_apais_amgt_velo.956;956;zone 30;;;;35238;;P
48.0990979534, -1.64024654473;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640042556922382, 48.09968846781763], [-1.64011152089421, 48.09962369195276], [-1.640085968253008, 48.09943982786185], [-1.640201079179868, 48.09929290567766], [-1.640198364142438, 48.09915506447346], [-1.640311476573875, 48.09900687122532], [-1.640302016659658, 48.098882277393756], [-1.640414893969638, 48.09873148044402], [-1.640388221200034, 48.098481344258204]]]}";circ_apais_amgt_velo.967;967;zone 30;;;;35238;;
48.0980458169, -1.65321726419;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653696592883867, 48.0972522577352], [-1.65343622264883, 48.0974647411268], [-1.653072222586284, 48.09836605630817], [-1.652849968821151, 48.098921525053335]]]}";circ_apais_amgt_velo.976;976;zone 30;bande cyclable;contre-sens vélo;non;35238;2012;
48.1082137644, -1.67987153951;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679634253961623, 48.10833052944901], [-1.679858540953751, 48.10817785892521], [-1.680132392745359, 48.10816959532324]]]}";circ_apais_amgt_velo.982;982;zone 30;;;;35238;;
48.1049182867, -1.74299628008;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.736291432398886, 48.10494212521694], [-1.736472692492028, 48.104904996302636], [-1.737363283555351, 48.104834916063886], [-1.738492026235607, 48.10482178239974], [-1.740125538522027, 48.10486136758227], [-1.746234353631903, 48.10503155246911], [-1.748329019808902, 48.105022384683714], [-1.749655413325203, 48.104625308712535]]]}";circ_apais_amgt_velo.1908;1908;;piste cyclable;sens unique;non;35352;1992;
48.1360310009, -1.67115015734;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.670862772928785, 48.13601856673721], [-1.671437541756482, 48.13604343500979]]]}";circ_apais_amgt_velo.358;358;zone 30;;;;35238;;
48.1149140083, -1.6775621377;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67773437918323, 48.11492089778162], [-1.677389896207829, 48.114907118872615]]]}";circ_apais_amgt_velo.988;988;aire piétonne;;;;35238;;
48.0980086873, -1.68351162469;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.683687662725625, 48.09711534890088], [-1.68349386481756, 48.09810055783245], [-1.683334849041425, 48.09890188001516]]]}";circ_apais_amgt_velo.994;994;zone 30;;;;35238;;
48.0832952895, -1.67376847748;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.673718588023573, 48.08353618567833], [-1.673719257044638, 48.08352819114832], [-1.673781714891335, 48.08332101643831], [-1.67378683874718, 48.08304949378639]]]}";circ_apais_amgt_velo.330;330;zone de rencontre;;;;35238;;
48.1267392282, -1.65758495451;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.657569328502085, 48.126328663450124], [-1.657600580516213, 48.12714979296769]]]}";circ_apais_amgt_velo.335;335;zone 30;;;;35238;;
48.0929011221, -1.6375632087;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.637532699357708, 48.09313027353003], [-1.637593718049394, 48.092671970644396]]]}";circ_apais_amgt_velo.340;340;zone de rencontre;;;;35238;;
48.1087596099, -1.69566401157;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.695873699138033, 48.108525305148014], [-1.695454323999196, 48.10899391470258]]]}";circ_apais_amgt_velo.16;16;zone de rencontre;;;;35238;;
48.1098237966, -1.71458356461;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.713450781917301, 48.1100015180732], [-1.71557874393014, 48.10966808613217], [-1.715631481180671, 48.109660437260224], [-1.715713427440523, 48.10963400806079]]]}";circ_apais_amgt_velo.17;17;zone 30;;;;35238;;
48.1402293779, -1.66878523727;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.668744770389098, 48.14046720390064], [-1.668825704155262, 48.13999155180006]]]}";circ_apais_amgt_velo.1678;1678;zone 30;;;;0;;
48.1398324432, -1.65299448196;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653148188037521, 48.13847434148568], [-1.653117303391315, 48.13896189106707], [-1.653072481040645, 48.1391291460596], [-1.653002113805539, 48.13926234001248], [-1.652973569872049, 48.13944397690954], [-1.652912067211522, 48.13983534556472], [-1.652975133835745, 48.14120361582483]]]}";circ_apais_amgt_velo.3552;3552;zone 30;;;;35238;;
48.1460113446, -1.70929443619;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.702636092874923, 48.144094440281826], [-1.704760203351422, 48.14386403444598], [-1.705633350706357, 48.14402931948801], [-1.706458536716615, 48.14413913369384], [-1.707954551417672, 48.14407792705769], [-1.708668117701088, 48.14390515881918], [-1.708892288958108, 48.14401083805643], [-1.7098237594145, 48.14575294251951], [-1.711734939232533, 48.14788562861506], [-1.712773044495595, 48.148446097085774], [-1.713242376575512, 48.14888628894347], [-1.713826873580676, 48.14917819287421], [-1.714235152528562, 48.14941988812084], [-1.714857175035603, 48.14965282314948], [-1.715003740385882, 48.14984781275298], [-1.715037769246639, 48.15021969372212]]]}";circ_apais_amgt_velo.3603;3603;;projet;;;;;P
48.1190212486, -1.70500882468;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.704998689863441, 48.11927924057058], [-1.705018959490596, 48.11876325665791]]]}";circ_apais_amgt_velo.31;31;zone 30;;;;35238;;
48.0842002105, -1.64593367195;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.645766556782704, 48.084228276410656], [-1.646100787109882, 48.08417214459838]]]}";circ_apais_amgt_velo.36;36;zone de rencontre;;;;35238;;
48.0924744178, -1.68311188217;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.682083669353754, 48.0922005824346], [-1.683590131694879, 48.09228793667241], [-1.68342513075886, 48.09332337862034]]]}";circ_apais_amgt_velo.4033;4033;zone 30;;;;;;
48.0934218978, -1.68389660084;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.685700824374364, 48.093528090788695], [-1.682092377303395, 48.093315704828335]]]}";circ_apais_amgt_velo.4035;4035;zone 30;;;;;;
48.0941241064, -1.68807492035;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.685910950282089, 48.093804591402424], [-1.688046423834336, 48.093891032332195], [-1.688007196714493, 48.094326054162664], [-1.68990784201664, 48.09442241558437], [-1.690232428344909, 48.09453311308075]]]}";circ_apais_amgt_velo.4037;4037;zone 30;;;;;;
48.0933756111, -1.68916070867;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.688196131172656, 48.09390971418393], [-1.689013730291564, 48.093541719027876], [-1.689471177978033, 48.093485874120276], [-1.68968338732157, 48.093378061347636], [-1.689437793591496, 48.092508089690945]]]}";circ_apais_amgt_velo.4038;4038;zone 30;;;;;;
48.0925612415, -1.68869246925;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.68589494405941, 48.092813705858575], [-1.688805010884289, 48.09267024215942], [-1.6900476492012, 48.092297292220834], [-1.691150207785881, 48.09221511452355], [-1.691441288475429, 48.09236435910552]]]}";circ_apais_amgt_velo.4039;4039;zone 30;;;;;;
48.0912667913, -1.6897874576;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.689658328321969, 48.092288389803365], [-1.689916586868802, 48.090245192868274]]]}";circ_apais_amgt_velo.4041;4041;zone 30;;;;;;
48.1113885527, -1.67131740765;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.671705908227368, 48.11075107940734], [-1.671210098747483, 48.111384401362734], [-1.671113115958107, 48.11210371591731]]]}";circ_apais_amgt_velo.4023;4023;zone 30;;;;;;
48.0925362958, -1.68020036674;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.680236764649558, 48.0910115979016], [-1.680399903570473, 48.09117847300434], [-1.679982300610359, 48.09412049931572]]]}";circ_apais_amgt_velo.4029;4029;zone 30;;;;;;
48.1089456729, -1.66525872185;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.664793018331456, 48.108909683393506], [-1.665724425376076, 48.10898166250414]]]}";circ_apais_amgt_velo.4051;4051;zone de rencontre;;;;;;
48.1075129972, -1.65795260773;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.657132356539339, 48.10769912329988], [-1.658772858913579, 48.10732687115704]]]}";circ_apais_amgt_velo.4050;4050;zone de rencontre;;;;;;
48.1178508116, -1.67084032478;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.670776600599238, 48.11748164697138], [-1.670904048963675, 48.11821997619149]]]}";circ_apais_amgt_velo.4057;4057;zone 30;;;;;;
48.1149697261, -1.64912775237;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.648871462043226, 48.11432090662214], [-1.649027719824766, 48.11486824436097], [-1.649469711220079, 48.11558062683382]]]}";circ_apais_amgt_velo.4062;4062;zone 30;;;;;;
48.1394196395, -1.66563537186;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.665686585336864, 48.13914886630817], [-1.665584158374753, 48.13969041274117]]]}";circ_apais_amgt_velo.1927;1927;zone 30;;;;35238;;
48.0990846447, -1.65305639748;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653621785581912, 48.09888305911592], [-1.652491009370779, 48.09928623023012]]]}";circ_apais_amgt_velo.3140;3140;;;;;35238;;P
48.0835797477, -1.66771600561;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.674461887072431, 48.08368662954267], [-1.673706689871122, 48.08367615715927], [-1.672657430029346, 48.08366140756828], [-1.671966654712669, 48.08365042730489], [-1.670847808518733, 48.08362622387507], [-1.668359526842353, 48.08358466107296], [-1.667782288031043, 48.08357568445112], [-1.666443321890416, 48.08355586542645], [-1.664643689459424, 48.08353037447328], [-1.664143149594408, 48.083524951418894], [-1.663549555361959, 48.08351623176133], [-1.66260380267181, 48.083504050123395], [-1.66096996400799, 48.08348297443093]]]}";circ_apais_amgt_velo.1943;1943;;bande cyclable;double-sens;;35238;1993;
48.098691877, -1.6915180855;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.692255773133313, 48.098749066899984], [-1.691919079143933, 48.098678528579974], [-1.691064345412026, 48.098618595566926], [-1.690951959731602, 48.09893923605181]]]}";circ_apais_amgt_velo.1944;1944;zone de rencontre;;;;35238;;
48.1111310394, -1.69597842808;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.690643927542945, 48.11136057180144], [-1.692398914691046, 48.110913162556066], [-1.69268690770305, 48.11087134430641], [-1.696386478181899, 48.11107354759363], [-1.697201095061126, 48.111145496048486], [-1.700125083317789, 48.111334166393675], [-1.701351119635595, 48.11148697620876]]]}";circ_apais_amgt_velo.3563;3563;zone 30;;;;35238;;
48.1115923394, -1.69527773327;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.695614271849086, 48.111097569990505], [-1.694941194693374, 48.11208710885647]]]}";circ_apais_amgt_velo.3566;3566;zone 30;;;;35238;;
48.1398790749, -1.6573454382;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.657305430685867, 48.14049538794362], [-1.657224449818954, 48.139649872755705], [-1.657505062533324, 48.13963265602316], [-1.65756489656663, 48.13961248292789], [-1.657585837730113, 48.13956414954841], [-1.657573165669191, 48.13939859815263]]]}";circ_apais_amgt_velo.1878;1878;zone de rencontre;;;;35238;;
48.1287801212, -1.67938498854;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679524311354014, 48.129282698339075], [-1.679301429291954, 48.128473265026834], [-1.679251575645775, 48.12831994830331], [-1.679238731602594, 48.12827961980713]]]}";circ_apais_amgt_velo.1884;1884;aire piétonne;;;;35238;;
48.099465063, -1.64105719979;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640233552315423, 48.101609411941276], [-1.641706653194997, 48.09773164861399], [-1.64201564754653, 48.09740533942904]]]}";circ_apais_amgt_velo.3555;3555;zone 30;;;;35238;;
48.1087096406, -1.69395330916;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.692993334557757, 48.10892420037889], [-1.693787464904502, 48.10874654887095], [-1.693828423330556, 48.10873738422345], [-1.69391664910013, 48.108717548411676], [-1.694128541636354, 48.10867075817515], [-1.694202565592821, 48.10865440706234], [-1.694213364947332, 48.10865162151623], [-1.694524555305236, 48.10858171292663], [-1.69491342417189, 48.108495720746596]]]}";circ_apais_amgt_velo.2283;2283;zone 30;bande cyclable;sens unique;non;35238;2006;R
48.109787396, -1.68435385484;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684563059907397, 48.1097509538369], [-1.684445983186149, 48.109780291797726], [-1.684231379510447, 48.10980340723859], [-1.684142272969509, 48.10980872695547]]]}";circ_apais_amgt_velo.2301;2301;;mixte bus + vélo;double-sens;non;35238;2000;R
48.107241792, -1.66460411928;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.663571520258278, 48.1074076476623], [-1.663992161894041, 48.1071041198201], [-1.664390873972948, 48.10722542690253], [-1.664746551457549, 48.107249185721315], [-1.665250629225538, 48.10727456027734], [-1.665718555354685, 48.107278486489776]]]}";circ_apais_amgt_velo.2308;2308;aire piétonne;;;;35238;;
48.1221487416, -1.68759341795;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.687270689048375, 48.12202233314248], [-1.687916146849818, 48.122275150034994]]]}";circ_apais_amgt_velo.2321;2321;zone 30;;;;35238;;
48.1085476105, -1.69932566175;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.701290239818853, 48.107854200480155], [-1.698056508248871, 48.109017497112724], [-1.697332150384093, 48.10912640969722]]]}";circ_apais_amgt_velo.2732;2732;;;;;35238;;P
48.1050750641, -1.69651314906;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.69815067963727, 48.10511128020595], [-1.694875618483737, 48.1050388479377]]]}";circ_apais_amgt_velo.2737;2737;;;;;35238;;P
48.1057567384, -1.68829257897;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.688743524221553, 48.10584431081096], [-1.688282245142876, 48.105720353629366], [-1.687833898872085, 48.105738635810184]]]}";circ_apais_amgt_velo.2740;2740;;;;;35238;;P
48.0997945109, -1.64185613738;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.642252270764776, 48.09887777096904], [-1.64218228504474, 48.09896777303002], [-1.642139010824368, 48.09902342504832], [-1.642147615350661, 48.09916095921025], [-1.642002953728294, 48.09928884734652], [-1.642010770617171, 48.099375706629615], [-1.641877052834377, 48.09962519825584], [-1.641897376559702, 48.099851034369415], [-1.641728340772274, 48.09999734068039], [-1.641742410682101, 48.10015368883585], [-1.641618990372077, 48.10022841262503], [-1.641658995086527, 48.10038371361978], [-1.641589007631984, 48.10047371523816], [-1.64156058656868, 48.10073639010212]]]}";circ_apais_amgt_velo.3557;3557;zone 30;;;;35238;;
48.0996426891, -1.64122791078;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640658136133818, 48.09967441049379], [-1.641797685420383, 48.09961096766867]]]}";circ_apais_amgt_velo.3559;3559;zone 30;;;;35238;;
48.1144692172, -1.6797294523;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679480873432825, 48.1144771891269], [-1.679978031171396, 48.11446124524948]]]}";circ_apais_amgt_velo.2225;2225;aire piétonne;;;;35238;;
48.1378273537, -1.65518060849;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.655021141205249, 48.13849867319575], [-1.655340075769114, 48.137156034234245]]]}";circ_apais_amgt_velo.2235;2235;zone 30;;;;35238;;
48.125202089, -1.68748921922;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.687624463233939, 48.12481451631872], [-1.687719798057773, 48.12502373583406], [-1.687466136258616, 48.12520915406847], [-1.687550369350727, 48.1253969299558], [-1.687238072326219, 48.12535343044791], [-1.687167118024528, 48.12529540919118], [-1.687105857407216, 48.12527928677508]]]}";circ_apais_amgt_velo.2155;2155;zone de rencontre;;;;35238;;
48.1069515444, -1.67777529916;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677836827949136, 48.10744065697972], [-1.677779600805181, 48.10733485088799], [-1.677762053009757, 48.106449700481846]]]}";circ_apais_amgt_velo.2166;2166;;mixte bus + vélo;double-sens;non;35238;1991;
48.1326025392, -1.66950623319;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.669487416757607, 48.13264107654342], [-1.669525049616738, 48.132564001818764]]]}";circ_apais_amgt_velo.2172;2172;zone 30;;;;35238;;
48.1254190708, -1.68770022807;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.687550369350727, 48.1253969299558], [-1.687850086783684, 48.12544121169846]]]}";circ_apais_amgt_velo.2176;2176;zone 30;;;;35238;;
48.0997310001, -1.68364137371;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684110958173126, 48.09970105476183], [-1.683171789243155, 48.09976094544488]]]}";circ_apais_amgt_velo.2191;2191;zone 30;;;;35238;;
48.1093417558, -1.6830556847;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684101552426117, 48.10933574050119], [-1.683797292367061, 48.10934052499788], [-1.682015366235044, 48.10934420841689], [-1.6820097855832, 48.10934425635394]]]}";circ_apais_amgt_velo.1859;1859;zone 30;bande cyclable;contre-sens vélo;non;35238;2000;
48.1094264007, -1.66215180624;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.662293010433962, 48.109824494587414], [-1.662010602037327, 48.10902830684623]]]}";circ_apais_amgt_velo.1865;1865;zone de rencontre;;;;35238;;
48.114274508, -1.60896273447;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.610234176193913, 48.114294772580024], [-1.609680471366494, 48.11426598652375], [-1.607690718326014, 48.114279757310214]]]}";circ_apais_amgt_velo.99;99;;mixte bus + vélo;double-sens;non;35051;2005;
48.0998750883, -1.68150433514;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.681960350273923, 48.09984309122532], [-1.681048319999687, 48.09990708531483]]]}";circ_apais_amgt_velo.1872;1872;zone 30;;;;35238;;
48.0993314127, -1.68325331914;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.683171789243155, 48.09976094544488], [-1.683334849041425, 48.09890188001516]]]}";circ_apais_amgt_velo.2254;2254;zone 30;;;;35238;;
48.0997309252, -1.69212766875;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.694410315616618, 48.09871767405599], [-1.694166477025816, 48.098733782485894], [-1.692463647711925, 48.099297767902314], [-1.690061541454775, 48.101156680793046], [-1.690053133312407, 48.1011687199145]]]}";circ_apais_amgt_velo.2259;2259;zone 30;;;oui;35238;;R
48.1170054332, -1.68330024653;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.683543015691215, 48.11675847085459], [-1.683198541515725, 48.11708365948305], [-1.683102623342017, 48.117285253100256]]]}";circ_apais_amgt_velo.2265;2265;;route partagée;;oui;35238;;
48.1389663696, -1.6566372086;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.656810126796119, 48.138701658268936], [-1.656812000412727, 48.13892464026665], [-1.656800600849824, 48.138980246231355], [-1.656722147189694, 48.13902378908879], [-1.65628229125893, 48.13905303580684]]]}";circ_apais_amgt_velo.2005;2005;zone de rencontre;;;;35238;;
48.1194010276, -1.68383142746;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.68549297243184, 48.11786635510123], [-1.685106440684841, 48.11848239492675], [-1.68499666286507, 48.11860030228606], [-1.684714470390102, 48.118825905423776], [-1.684315001951922, 48.11910672993449], [-1.682576577877963, 48.12031350703098], [-1.681976845693571, 48.120748618296325]]]}";circ_apais_amgt_velo.2008;2008;;bande cyclable;sens unique;;35238;1995;R*
48.1312972457, -1.69312808081;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.693275839334711, 48.130913512110695], [-1.692983851776898, 48.131671611175996], [-1.692986583086741, 48.13168126746468]]]}";circ_apais_amgt_velo.2012;2012;zone 30;;;;35238;;
48.1326113727, -1.65990070364;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.65929418388106, 48.13235950666742], [-1.65935632920642, 48.1323962755628], [-1.659479260152889, 48.13243094265139], [-1.659569186626672, 48.13244297840831], [-1.659764722374928, 48.132469297807816], [-1.659891452830256, 48.13254003308647], [-1.660455064756044, 48.13297502743611]]]}";circ_apais_amgt_velo.2132;2132;zone de rencontre;;;;35238;;
48.0930551247, -1.67605066212;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.676277977624513, 48.092288965637316], [-1.676014503860871, 48.09301715091562], [-1.676000188075244, 48.093056569716275], [-1.675918531400325, 48.09384310018834]]]}";circ_apais_amgt_velo.2134;2134;zone 30;;;;35238;;
48.1096243865, -1.71577849136;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.715713427440523, 48.10963400806079], [-1.715843555284573, 48.10961476499499]]]}";circ_apais_amgt_velo.1304;1304;zone 30;;;;35238;;
48.114006122, -1.7168338326;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.715893583467638, 48.11313585778701], [-1.71626238705663, 48.113007469018505], [-1.716938963223327, 48.11300803121751], [-1.717383103037271, 48.1148586345289], [-1.71603312286226, 48.11489938952356]]]}";circ_apais_amgt_velo.1793;1793;zone 30;;;;35238;;
48.0948297151, -1.64002206397;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640841068320965, 48.094952297556546], [-1.640674065953251, 48.09494390228158], [-1.640461862441582, 48.09493093410196], [-1.640298079675836, 48.09491646137236], [-1.640132425370314, 48.09489314355789], [-1.640018768361395, 48.09487070003484], [-1.639850288322064, 48.09483091655518], [-1.639668672920226, 48.09477220033557], [-1.639450080107887, 48.0946792046184], [-1.639370349246253, 48.09463466699611], [-1.639245348041944, 48.094556364955935]]]}";circ_apais_amgt_velo.1796;1796;zone 30;;;;35238;;
48.1079265571, -1.69951387662;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.699818251224659, 48.108291111373426], [-1.699209502012146, 48.10756200278623]]]}";circ_apais_amgt_velo.1797;1797;zone de rencontre;;;;35238;;
48.1102880652, -1.70804741959;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.707909102962319, 48.10999186164303], [-1.708185736222262, 48.11058426873631]]]}";circ_apais_amgt_velo.2125;2125;zone 30;;;;35238;;
