Geo Point;Geo Shape;gml_id;objectid;circ_apaisee;type_agt_velo;sens;jalonnement;c_insee;annee_mes;etat
48.1016820751, -1.64055289372;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640906820089557, 48.10164544250517], [-1.640198967342266, 48.10171870771027]]]}";circ_apais_amgt_velo.1267;1267;zone 30;;;;35238;;
48.0881843351, -1.68230355952;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.682243383177341, 48.08936720501804], [-1.682285121229746, 48.08888064057772], [-1.682319641661684, 48.08778181808495], [-1.682339888831961, 48.08700015496524]]]}";circ_apais_amgt_velo.1268;1268;;bande cyclable;double-sens;oui;35238;1993;
48.1290563434, -1.70516354514;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.70517013195903, 48.128642608450775], [-1.705156958313299, 48.129470078307165]]]}";circ_apais_amgt_velo.1270;1270;zone de rencontre;;;;35238;;
48.0977439186, -1.6775019033;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677994617678617, 48.09774968528521], [-1.677009188913303, 48.09773815189272]]]}";circ_apais_amgt_velo.1271;1271;zone 30;;;;35238;;
48.1143748852, -1.65647418185;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.65677780997653, 48.113984230302684], [-1.656749365941852, 48.114094067073076], [-1.656737663895623, 48.11414466959806], [-1.656720522751211, 48.11418382547382], [-1.656699779891106, 48.114223715595166], [-1.656664229425282, 48.11427329435011], [-1.65663467570897, 48.114305525441885], [-1.656599249105275, 48.114344691022445], [-1.656557207265705, 48.11438102122923], [-1.656512151726793, 48.11441378001709], [-1.656453880080121, 48.114453111059106], [-1.656394960139632, 48.11448389294259], [-1.656329841824696, 48.11451733521695], [-1.656271368577034, 48.11454197895171], [-1.656217904483974, 48.114560330467555], [-1.656165986329916, 48.114574955654525], [-1.656103310136726, 48.11459239521886], [-1.656024080185496, 48.11460856233727]]]}";circ_apais_amgt_velo.2049;2049;;bande cyclable;double-sens;non;35238;1995;
48.1018084882, -1.65378349256;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653870867667052, 48.101469028598785], [-1.653696117462326, 48.10214794787856]]]}";circ_apais_amgt_velo.2050;2050;zone de rencontre;;;;35238;;
48.0899739074, -1.63394299389;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.633941652378151, 48.090163426119865], [-1.633873089140997, 48.09012330052747], [-1.633867866244644, 48.090054671069986], [-1.6339719508859, 48.08989882835631], [-1.634067375232792, 48.08977234842651]]]}";circ_apais_amgt_velo.2058;2058;zone de rencontre;;;;35238;;
48.1041441407, -1.65335447677;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653373115903003, 48.104005616178455], [-1.653352333128663, 48.10406304386074], [-1.653352092289426, 48.10428552498429]]]}";circ_apais_amgt_velo.2064;2064;zone 30;;;;35238;;
48.1310139252, -1.6346543949;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.634788114087846, 48.13094363097063], [-1.634658615379594, 48.1310138137424], [-1.634519019433476, 48.13108097921945]]]}";circ_apais_amgt_velo.2066;2066;zone 30;;;;35238;;
48.1101686391, -1.68221587246;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.680201358608151, 48.11017675313685], [-1.683142295307223, 48.11016516671485], [-1.684230381954298, 48.110159566183114]]]}";circ_apais_amgt_velo.2089;2089;zone 30;bande cyclable;sens unique;non;35238;1996;R
48.1261671023, -1.63456913665;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.634480104484302, 48.12608041956986], [-1.63454875880258, 48.12613000370814], [-1.634644909407796, 48.12626687199882]]]}";circ_apais_amgt_velo.2092;2092;zone de rencontre;;;;35238;;
48.0781973122, -1.69689913592;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.697169836815702, 48.080439559038155], [-1.696785450241723, 48.07967190847519], [-1.696551491279568, 48.079290471129426], [-1.696276550729886, 48.07861507301469], [-1.69608599987304, 48.07824139714431], [-1.695903578250183, 48.077800632201985], [-1.695893202465883, 48.07768661734538], [-1.696389779934399, 48.077513737358125], [-1.697101621911779, 48.07736066445357], [-1.697767464428037, 48.077171321579485], [-1.698211644626069, 48.077048257844424], [-1.698560038319063, 48.07696725618546], [-1.698751241637051, 48.07693125836762]]]}";circ_apais_amgt_velo.318;318;;route partagée;double-sens;oui;35206;2015;
48.105626647, -1.68378812147;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.683043057858903, 48.10573318251398], [-1.684533185076215, 48.105520111466184]]]}";circ_apais_amgt_velo.1089;1089;;mixte bus + vélo;sens unique;oui;35238;1991;P
48.1072464286, -1.67334546899;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.673283228199105, 48.107016849981896], [-1.673407709788009, 48.10747600720888]]]}";circ_apais_amgt_velo.1344;1344;;bande cyclable;double-sens;non;35238;2002;P
48.1366120515, -1.66746615661;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.663073851882193, 48.13646267853625], [-1.66702876909408, 48.13659752377081], [-1.668531074808165, 48.1366469740924], [-1.66949137400124, 48.13667749367225], [-1.669923841497067, 48.13669311239407], [-1.671165929700938, 48.13673115787073], [-1.671308225890055, 48.136739521165644], [-1.671424385499307, 48.13675243454778], [-1.671536580184129, 48.136762950699094], [-1.671832041472938, 48.13680096941816], [-1.671855130147307, 48.13680384237417]]]}";circ_apais_amgt_velo.337;337;;bande cyclable;double-sens;non;35238;1992;
48.0966234647, -1.69283102285;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.693055512269238, 48.096893331085205], [-1.692606533423245, 48.09635359827583]]]}";circ_apais_amgt_velo.3138;3138;;;;;;;P
48.113500342, -1.69050550311;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.691689815699409, 48.112253796027204], [-1.691045080284921, 48.11271138643129], [-1.690896939153358, 48.112884305390914], [-1.68968239093152, 48.11461643642329], [-1.689440690622435, 48.114870261686626]]]}";circ_apais_amgt_velo.2274;2274;;route partagée;;oui;35238;;R
48.0822939138, -1.69141766402;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.690744168163401, 48.08129916169205], [-1.690713358629733, 48.08134193791868], [-1.690757243476489, 48.081571485910004], [-1.690915783050757, 48.081796353632775], [-1.691292579593348, 48.0821434035683], [-1.691584230517355, 48.0824399488794], [-1.691937817682833, 48.08291132540818], [-1.692155791863502, 48.08315689966524], [-1.69225002118291, 48.08324015154345]]]}";circ_apais_amgt_velo.1449;1449;;bande cyclable;double-sens;oui;35238;2013;R*
48.1060358089, -1.68453089047;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684528962509221, 48.105495826394076], [-1.684544044095725, 48.10639119486613], [-1.684464183178594, 48.106561068481206]]]}";circ_apais_amgt_velo.1649;1649;;bande cyclable;double-sens;non;35238;2001;P
48.1063984261, -1.67311749617;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.672955609997441, 48.10577897897885], [-1.673149186692659, 48.10652594269987], [-1.673283228199105, 48.107016849981896]]]}";circ_apais_amgt_velo.1742;1742;;bande cyclable;double-sens;non;35238;2002;P
48.1098653947, -1.67531649058;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.674253280914694, 48.1098734698121], [-1.675487762758828, 48.10986204881925], [-1.676379722398297, 48.109862195172816]]]}";circ_apais_amgt_velo.1861;1861;zone 30;mixte bus + vélo;double-sens;non;35238;2012;R
48.1207921705, -1.71407372266;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.713491657025372, 48.12078547542347], [-1.714424059073381, 48.12079618529082], [-1.714655787412245, 48.12079894036252]]]}";circ_apais_amgt_velo.2040;2040;zone 30;;;;35238;;
48.128502863, -1.6356578502;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.635160052267942, 48.12889787796155], [-1.635216311438324, 48.128836502547486], [-1.635332076129903, 48.12865406196391], [-1.635395055410719, 48.12858061198363], [-1.635491953690658, 48.12850119969777], [-1.635586348929683, 48.12844783818918], [-1.635661876008854, 48.12841515004323], [-1.635783652968428, 48.128380417624015], [-1.635941635812843, 48.12835467789379], [-1.636277048241635, 48.12832638163165]]]}";circ_apais_amgt_velo.2042;2042;zone 30;;;;35238;;
48.115005626, -1.71084581111;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.710563830545272, 48.11481781039192], [-1.711127791668111, 48.11519344155556]]]}";circ_apais_amgt_velo.1994;1994;zone 30;;;;35238;;
48.0993863023, -1.68423424749;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684630487463005, 48.09699170642913], [-1.684260578633945, 48.09897718179832], [-1.683849655029856, 48.10108290376017], [-1.684508155298864, 48.10147472062719]]]}";circ_apais_amgt_velo.2261;2261;zone 30;route partagée;;oui;35238;;
48.102113668, -1.69609739082;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.697799749479835, 48.102429799152375], [-1.697668747833654, 48.10246256626777], [-1.697460113419046, 48.102519267464], [-1.697340319889033, 48.10254027112963], [-1.697216292520294, 48.10254988487072], [-1.697035593037373, 48.102538093693276], [-1.696947573055131, 48.102524239451746], [-1.696799678276525, 48.10246911321582], [-1.696384700558573, 48.10228361350555], [-1.695864268947612, 48.102059533592964], [-1.694444981866614, 48.101453021931384], [-1.694445614308665, 48.10144264800708]]]}";circ_apais_amgt_velo.2291;2291;;bande cyclable;double-sens;non;35238;2000;
48.1074854718, -1.68030684944;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.680259407515903, 48.10753832877047], [-1.680354291370439, 48.10743261479612]]]}";circ_apais_amgt_velo.2299;2299;;mixte bus + vélo;double-sens;non;35238;1990;
48.1008032243, -1.67685465978;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677552822244919, 48.100715884598046], [-1.676156497325017, 48.100890563944176]]]}";circ_apais_amgt_velo.1995;1995;zone 30;bande cyclable;contre-sens vélo;non;35238;2009;
48.128550228, -1.63456867942;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.634757574480522, 48.12831521202053], [-1.634678953347603, 48.12837841633714], [-1.634610528219592, 48.12845977571085], [-1.634522269116789, 48.12858848375579], [-1.634465350318437, 48.12869973276202], [-1.634458531713634, 48.128825683744694]]]}";circ_apais_amgt_velo.1996;1996;;mixte piéton + vélo;double-sens;non;35238;2000;
48.0840765466, -1.65623329253;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.656247682576374, 48.08368100880212], [-1.656246441003366, 48.08377603129591], [-1.65621638740666, 48.084472013713786]]]}";circ_apais_amgt_velo.2000;2000;zone de rencontre;;;;35238;;
48.0983362722, -1.64822154596;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.64757873379753, 48.09894309759676], [-1.647603348641411, 48.09890290741714], [-1.647652328207388, 48.098845250958334], [-1.647863977636692, 48.09882792829269], [-1.647998555699405, 48.09879127889485], [-1.64801994596164, 48.098657747056365], [-1.648065904250607, 48.098576840061334], [-1.648174866736709, 48.09850701576447], [-1.648331409325831, 48.09846089613765], [-1.648489466288174, 48.098440330275736], [-1.648472163451886, 48.098383801175466], [-1.648382411668178, 48.09799181363897], [-1.648378883373565, 48.097945227535035], [-1.648399025763619, 48.09787842147272], [-1.648590611491549, 48.097485312067484]]]}";circ_apais_amgt_velo.2014;2014;zone 30;piste cyclable;double-sens;non;35238;1990;
48.0991445403, -1.68114739083;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.686457577886723, 48.09950799974315], [-1.686425676138885, 48.099417788125415], [-1.685387337379736, 48.09907502039953], [-1.684258301930186, 48.09898902467475], [-1.683334881297999, 48.098901909337734], [-1.683242320891542, 48.09892052562641], [-1.682462590627873, 48.09897338824997], [-1.681384415893598, 48.09904241319471], [-1.680955821475087, 48.099072541975744], [-1.680316816888687, 48.09911463048318], [-1.679218226029303, 48.099185862800255], [-1.678229669957615, 48.09925260203673], [-1.677376915430137, 48.099310611024876], [-1.675725668372627, 48.0994218157618]]]}";circ_apais_amgt_velo.2018;2018;zone 30;bande cyclable;contre-sens vélo;;35238;2009;
48.1007517041, -1.68030725704;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67953547896564, 48.100785137405694], [-1.681079035108255, 48.10071827081892]]]}";circ_apais_amgt_velo.2029;2029;zone 30;bande cyclable;contre-sens vélo;non;35238;2011;
48.1288402901, -1.63413217763;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.635160052267942, 48.12889787796155], [-1.63505291450206, 48.128900843724324], [-1.634789287174169, 48.12889677970615], [-1.634506924138521, 48.128889415298595], [-1.634473863247129, 48.128886963003445], [-1.634192971832595, 48.12886602292947], [-1.633914141364011, 48.12883806114093], [-1.633464979992839, 48.12877334987116], [-1.633111220469551, 48.12870686656663]]]}";circ_apais_amgt_velo.2031;2031;zone 30;;;;35238;;
48.0990004843, -1.6432415475;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.642806749268819, 48.09959146022722], [-1.643672671056866, 48.09841449050803], [-1.643677610567174, 48.098410757043595]]]}";circ_apais_amgt_velo.2036;2036;zone 30;;;;35238;;
48.1196040683, -1.68678958862;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.686816163762256, 48.11961468623217], [-1.686763013480692, 48.11959345042675]]]}";circ_apais_amgt_velo.1567;1567;zone de rencontre;;;;35238;;
48.1089453051, -1.66520153116;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.66564428514487, 48.108971109296114], [-1.664886740021485, 48.10893168564707], [-1.664765308794449, 48.10888741233578]]]}";circ_apais_amgt_velo.1570;1570;;bande cyclable;contre-sens vélo;non;35238;2003;
48.1002539975, -1.66048970462;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.660590954319149, 48.10028595240654], [-1.66038845491684, 48.10022204251978]]]}";circ_apais_amgt_velo.1573;1573;zone de rencontre;;;;35238;;
48.1287479219, -1.70437878821;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.703587444452577, 48.12885323534207], [-1.70517013195903, 48.128642608450775]]]}";circ_apais_amgt_velo.1578;1578;zone de rencontre;;;;35238;;
48.1126743095, -1.66458017681;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.662944243696501, 48.11292921051602], [-1.663559172140084, 48.11280525599646], [-1.664574357345373, 48.11267383175935], [-1.664634310942656, 48.112661094146745], [-1.664824018551156, 48.11263633191307], [-1.665192160092528, 48.11258775496326], [-1.665791363967484, 48.11249471183268], [-1.666223770812384, 48.112490081854425]]]}";circ_apais_amgt_velo.1579;1579;;mixte bus + vélo;sens unique;non;35238;1998;
48.1210786769, -1.71347115745;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.713491657025372, 48.12078547542347], [-1.713450657874991, 48.121371878437195]]]}";circ_apais_amgt_velo.1584;1584;zone 30;;;;35238;;
48.089736387, -1.652128833;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.652113172696399, 48.09015263903196], [-1.652132616585497, 48.08963535970151], [-1.652144538874755, 48.089320136705624]]]}";circ_apais_amgt_velo.1589;1589;zone de rencontre;;;;35238;;
48.1326058187, -1.6762772266;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.676170363045012, 48.13275268242227], [-1.676384090147942, 48.132458954906845]]]}";circ_apais_amgt_velo.1955;1955;zone de rencontre;;;;35238;;
48.1224515016, -1.71590764701;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.714620542854827, 48.12198677214809], [-1.714619748638637, 48.12235337170021], [-1.714619694048584, 48.12237779371467], [-1.714641494662082, 48.12240573515362], [-1.714706272353469, 48.12243416746132], [-1.715077474159563, 48.12243733153638], [-1.715242859779994, 48.12248569802417], [-1.717558548797034, 48.122515532595216]]]}";circ_apais_amgt_velo.1957;1957;zone 30;;;;35238;;
48.1141982016, -1.70094028873;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.7011756079631, 48.1147537424639], [-1.700704969489084, 48.11364266076419]]]}";circ_apais_amgt_velo.1958;1958;;bande cyclable;sens unique;non;35238;1994;
48.0964450007, -1.68852470038;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.68797389742756, 48.09637266933697], [-1.689075503323771, 48.096517332084936]]]}";circ_apais_amgt_velo.1969;1969;zone de rencontre;;;;35238;;
48.1308055074, -1.63887593851;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.643024434768736, 48.12962761029241], [-1.643005240059039, 48.12963276417844], [-1.642817224088478, 48.12970301118992], [-1.642283048056635, 48.12983086124602], [-1.641382798488959, 48.13006425376234], [-1.640905294514184, 48.13019130068646], [-1.640056355919527, 48.130414220668875], [-1.638870241675571, 48.13072480980604], [-1.638279768145509, 48.130880996901], [-1.638017714174869, 48.13096162218855], [-1.637859861298178, 48.13101958502181], [-1.637713438404833, 48.13108419331316], [-1.637423786879671, 48.13120007844121], [-1.637026735994693, 48.13135195761191], [-1.636712218876849, 48.13146699425344], [-1.636229588701357, 48.131632179259086], [-1.635768534790743, 48.131810417268866], [-1.635609403465595, 48.13187376518761], [-1.634788340536158, 48.132177013643975]]]}";circ_apais_amgt_velo.602;602;;piste cyclable;sens unique;non;35238;1994;R
48.1049299361, -1.6489794796;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.649040834521952, 48.10515573880399], [-1.648918124672966, 48.10470413332476]]]}";circ_apais_amgt_velo.1446;1446;zone 30;;;;35238;;
48.1209084481, -1.70707977866;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.706050313321944, 48.121203853734826], [-1.706063488550825, 48.12116484062277], [-1.706065139740334, 48.121140173217896], [-1.706075978608515, 48.12098320983609], [-1.706088402080094, 48.1209438643391], [-1.706138967260387, 48.12093314460964], [-1.706449725695486, 48.120928897482734], [-1.706627641491129, 48.120867009864796], [-1.707608551596094, 48.120881376420044], [-1.708316969433523, 48.12088818806431]]]}";circ_apais_amgt_velo.1448;1448;zone 30;;;;35238;;
48.123083512, -1.68677068507;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.686749401710698, 48.122810032170364], [-1.686718405236986, 48.12307334975541], [-1.686831435003417, 48.123183679782606], [-1.68681905995887, 48.12334969243742]]]}";circ_apais_amgt_velo.1466;1466;zone 30;;;;35238;;
48.1370035719, -1.67215916611;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.671840763404508, 48.13683584236993], [-1.671840365682251, 48.13684896451948], [-1.67184408039815, 48.13687430840931], [-1.671853127904271, 48.13689790662197], [-1.671860889227806, 48.13691331502098], [-1.671868377389394, 48.13692995725888], [-1.671877722308749, 48.13694736118149], [-1.671893580050001, 48.13696528543874], [-1.671909789493249, 48.13698364414176], [-1.671930144176777, 48.13700107129638], [-1.671950620447706, 48.13701531004545], [-1.671968010980072, 48.13702745117979], [-1.671985270721104, 48.13703788199462], [-1.672007582461813, 48.13704740480401], [-1.672030699457182, 48.13705788067196], [-1.672046220852279, 48.13706469761937], [-1.672107857615396, 48.137076573592815], [-1.672141302203615, 48.13708198230918], [-1.67216007754564, 48.137084806923525], [-1.672184105749549, 48.13708325166978], [-1.67220786339382, 48.13708292924453], [-1.672232837774194, 48.1370793820422], [-1.672242926490558, 48.137077323348386], [-1.672253490117219, 48.137076716805936], [-1.672300158875694, 48.137063451735216], [-1.672333329026756, 48.13704921569287], [-1.672363841062986, 48.13703645631901], [-1.672378366839894, 48.13702542930548], [-1.672394278974899, 48.137013375534366], [-1.672409552889046, 48.13700256772563], [-1.672423490949119, 48.13698862169484], [-1.672434423454425, 48.13697845245844], [-1.672441193044114, 48.13696646545112], [-1.672451040708904, 48.13695167996164], [-1.672460975106502, 48.13693321820357], [-1.672466772634572, 48.13691808180315], [-1.672473282000742, 48.136902675004414], [-1.672478538768576, 48.136883162463775], [-1.67247998409891, 48.136870609579354], [-1.67248096238775, 48.13685465702013]]]}";circ_apais_amgt_velo.539;539;;bande cyclable;double-sens;non;35278;1992;
48.1346549134, -1.66645891701;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.667184130964576, 48.13484961670166], [-1.6664287944883, 48.1346901354494], [-1.666260055448242, 48.13455254004214], [-1.665739803730566, 48.13445010677598]]]}";circ_apais_amgt_velo.1480;1480;zone 30;;;;35238;;
48.1272279447, -1.6235703033;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.625335177689091, 48.1274206549588], [-1.624046689088771, 48.12727408105798], [-1.623482851386434, 48.12721017480508], [-1.622871247374831, 48.12715394596859], [-1.62223507476411, 48.12709247602491], [-1.621803830699412, 48.127050474107506]]]}";circ_apais_amgt_velo.2783;2783;;piste cyclable;double-sens;non;35051;2005;
48.0778466713, -1.66116417163;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.661219391602225, 48.07797968580063], [-1.661298015433173, 48.07794736754589], [-1.661358667648009, 48.07789195490946], [-1.661354102905626, 48.07783185135401], [-1.661343757618421, 48.07779269066246], [-1.661282524308346, 48.07774341093286], [-1.661194204325002, 48.077725678870316], [-1.661084529783547, 48.077737322790085], [-1.66100635674874, 48.077775552556126], [-1.660977601003624, 48.077823950302566], [-1.660970178537407, 48.077881498983686], [-1.660993980893534, 48.077923164858035], [-1.661026727692591, 48.07794674388952], [-1.661087935182599, 48.077976267063555], [-1.661154276019881, 48.0779957368981]]]}";circ_apais_amgt_velo.560;560;;piste cyclable;sens unique;oui;35206;1996;
48.1018991925, -1.6776788853;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.676681272051395, 48.10203129049434], [-1.678127763375043, 48.10184332454441], [-1.678593112971422, 48.101778958230355], [-1.678603115663357, 48.10169247576805]]]}";circ_apais_amgt_velo.1562;1562;zone 30;bande cyclable;contre-sens vélo;non;35238;2011;
48.112928196, -1.68133324076;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.681474609722003, 48.11272729614731], [-1.681222745344001, 48.1130743727468], [-1.681243379933618, 48.11313714869683]]]}";circ_apais_amgt_velo.1408;1408;aire piétonne;;;;35238;;
48.0911198281, -1.66497300558;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.665100408518857, 48.091031084378756], [-1.664952818622437, 48.0910930311237], [-1.664915217780147, 48.09115763207024], [-1.664917929980156, 48.09125800832611]]]}";circ_apais_amgt_velo.1412;1412;zone 30;;;;35238;;
48.1040588187, -1.67149641136;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.671452534701859, 48.104203145161584], [-1.671434488881659, 48.10407481796111], [-1.671469685874712, 48.10407338778605], [-1.671493341891031, 48.104050916176], [-1.671486065942639, 48.10400604021058], [-1.671631505613944, 48.10398077173009]]]}";circ_apais_amgt_velo.1415;1415;;bande cyclable;sens unique;non;35238;2009;
48.0857225013, -1.64539742151;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.644972109222923, 48.08578074148994], [-1.645658544008561, 48.085652798288656], [-1.645728206163823, 48.08583352754088]]]}";circ_apais_amgt_velo.1418;1418;zone de rencontre;;;;35238;;
48.1152117398, -1.69048560718;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.691516313834553, 48.11561967809234], [-1.689625027553673, 48.11486530754756], [-1.689547043980452, 48.11486154961404], [-1.689456703002737, 48.11487875015293], [-1.689444800118304, 48.114880825983626]]]}";circ_apais_amgt_velo.1434;1434;zone de rencontre;;;;35238;;
48.0989052748, -1.6715930995;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.671926287974085, 48.098883845521854], [-1.671259911030641, 48.09892670405023]]]}";circ_apais_amgt_velo.1437;1437;zone de rencontre;;;;35238;;
48.1396476678, -1.63944689761;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.645217950638101, 48.13779069953744], [-1.645150483573536, 48.137806546545065], [-1.642097233814887, 48.13916944469368], [-1.641999174612059, 48.139242060864625], [-1.641912841183789, 48.13934024399626], [-1.641865804021746, 48.13944576188149], [-1.641683609354765, 48.140540852639624], [-1.639587002616995, 48.14034357520313], [-1.638880515702439, 48.14022852756373], [-1.638762623807716, 48.140239408090125], [-1.637222945299183, 48.13998196839857], [-1.636462535443735, 48.13993629735289], [-1.633672170770891, 48.13977669177417], [-1.633511051703241, 48.13974398572231], [-1.633397800384942, 48.13970016107471], [-1.633300922612544, 48.139616842190286], [-1.633219004072679, 48.13951273755205], [-1.633184198492115, 48.13946511918671]]]}";circ_apais_amgt_velo.1439;1439;zone 30;;;;35238;;
48.0985259476, -1.67718816593;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677376957466305, 48.099310614720935], [-1.67735306073342, 48.09925328739879], [-1.67710757013691, 48.098171892030855], [-1.677009188913303, 48.09773815189272]]]}";circ_apais_amgt_velo.1339;1339;zone 30;;;;35238;;
