niveau géographique;code géographique;libellé géographique;âge regroupé (4 classes d'âges);indicateur de nationalité condensé (Français/Étranger);sexe;NB;population;inter_codegeo1;EPCI;LIBEPCI;NOM_DEPT;NOM_REG;CODE_DEPT;CODE_REG;NATURE_EPCI
COM;35275;Saint-Gilles;moins de 15 à 24 ans ans;Français;hommes;408.87214713;409;35275;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35351;Le Verger;15 à 24 ans;Français;hommes;92.117118781;92;35351;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35351;Le Verger;55 ans ou plus;Français;femmes;144.03258948;144;35351;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35353;Vezin-le-Coquet;15 à 24 ans;Français;hommes;378.22607929;378;35353;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35353;Vezin-le-Coquet;25 à 54 ans;Étrangers;hommes;173.00908668;173;35353;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35240;Le Rheu;moins de 15 à 24 ans ans;Français;hommes;803.86780097;804;35240;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35059;La Chapelle-des-Fougeretz;moins de 15 à 24 ans ans;Étrangers;hommes;19.690410095;20;35059;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35065;La Chapelle-Thouarault;15 à 24 ans;Étrangers;hommes;0.9695652174;1;35065;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35066;Chartres-de-Bretagne;15 à 24 ans;Français;femmes;428.7757831;429;35066;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35066;Chartres-de-Bretagne;25 à 54 ans;Étrangers;femmes;55.981537084;56;35066;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35066;Chartres-de-Bretagne;55 ans ou plus;Français;femmes;1235.4015002;1235;35066;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35080;Cintré;moins de 15 à 24 ans ans;Étrangers;femmes;0.0;0;35080;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35080;Cintré;25 à 54 ans;Étrangers;hommes;5.9329159213;6;35080;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35120;Gévezé;moins de 15 à 24 ans ans;Français;femmes;637.0;637;35120;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35120;Gévezé;15 à 24 ans;Étrangers;hommes;6.0;6;35120;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35120;Gévezé;15 à 24 ans;Étrangers;femmes;5.0;5;35120;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35131;L'Hermitage;moins de 15 à 24 ans ans;Français;femmes;378.0;378;35131;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35131;L'Hermitage;55 ans ou plus;Français;hommes;565.0;565;35131;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35139;Laillé;15 à 24 ans;Étrangers;hommes;2.9513101291;3;35139;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35022;Bécherel;55 ans ou plus;Français;hommes;84.957032719;85;35022;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35022;Bécherel;55 ans ou plus;Étrangers;hommes;1.0130257424;1;35022;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
