Geo Point;Geo Shape;ID;Zone tarifaire;Tarif 15';Tarif 30';Tarif 1h;Tarif 1h30;Tarif 2h;Tarif 3h;Tarif 4h
48.1101811561, -1.65912714165;"{""type"": ""LineString"", ""coordinates"": [[-1.658454592605901, 48.11018409066436], [-1.659799690701563, 48.11017822146627]]}";5197;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1024120505, -1.69162528515;"{""type"": ""LineString"", ""coordinates"": [[-1.691599732050125, 48.10247860903512], [-1.691650838250285, 48.102345491921504]]}";4581;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1097522749, -1.69182061962;"{""type"": ""LineString"", ""coordinates"": [[-1.691875815795173, 48.109271461768735], [-1.691765423448359, 48.110233088033205]]}";1625;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1041952359, -1.68430221436;"{""type"": ""LineString"", ""coordinates"": [[-1.684327149893975, 48.10445167120977], [-1.684277278835776, 48.10393880056515]]}";123;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1089813284, -1.67920833292;"{""type"": ""LineString"", ""coordinates"": [[-1.679220789129217, 48.109226330003004], [-1.67919587670237, 48.10873632680601]]}";103;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1091207736, -1.67375833871;"{""type"": ""LineString"", ""coordinates"": [[-1.673706687928427, 48.10893314970758], [-1.673809989489815, 48.10930839743626]]}";192;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1096102398, -1.67390416286;"{""type"": ""LineString"", ""coordinates"": [[-1.673932091190486, 48.10979020126593], [-1.673919049468372, 48.10961912492903], [-1.673851698602026, 48.109435608443626]]}";174;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1082376467, -1.67503667861;"{""type"": ""LineString"", ""coordinates"": [[-1.676097746291134, 48.10852259235996], [-1.67544392071692, 48.10834485622561], [-1.67510636911771, 48.10825635545148], [-1.674376419197464, 48.10805977045134], [-1.673973917955584, 48.107959189847236]]}";176;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1096211696, -1.6755305906;"{""type"": ""LineString"", ""coordinates"": [[-1.675533541340378, 48.10979974058042], [-1.675527639858208, 48.109442598665645]]}";171;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1086297633, -1.67963413187;"{""type"": ""LineString"", ""coordinates"": [[-1.680002332504259, 48.108628819486874], [-1.679265931234705, 48.10863070712233]]}";92;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.11016138, -1.66993885252;"{""type"": ""LineString"", ""coordinates"": [[-1.670175092310186, 48.11015928232227], [-1.669702612732517, 48.11016347758049]]}";188;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1099371004, -1.66992559475;"{""type"": ""LineString"", ""coordinates"": [[-1.670151381387973, 48.10993588001294], [-1.66981350917816, 48.10993814231912], [-1.669699814142756, 48.109936588506564]]}";191;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1093571409, -1.67165275879;"{""type"": ""LineString"", ""coordinates"": [[-1.671797260899884, 48.1093629204924], [-1.671508256683485, 48.10935136133436]]}";186;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1028001703, -1.6810517951;"{""type"": ""LineString"", ""coordinates"": [[-1.680955130862767, 48.102461403174686], [-1.681148459336401, 48.10313893746036]]}";343;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1034009322, -1.68328719361;"{""type"": ""LineString"", ""coordinates"": [[-1.683237890498056, 48.103615997010806], [-1.683336496719807, 48.103185867457334]]}";349;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1123229369, -1.68601896941;"{""type"": ""LineString"", ""coordinates"": [[-1.686400271813621, 48.112282759537166], [-1.685637667014408, 48.11236311421691]]}";356;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1109741907, -1.69409180559;"{""type"": ""LineString"", ""coordinates"": [[-1.694393278419221, 48.11099117504286], [-1.693790332769937, 48.11095720638195]]}";1636;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1169826005, -1.67536757147;"{""type"": ""LineString"", ""coordinates"": [[-1.675554596290952, 48.11704732788865], [-1.675180546646807, 48.1169178731666]]}";362;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1056302115, -1.66533188628;"{""type"": ""LineString"", ""coordinates"": [[-1.665523320921455, 48.105687671519185], [-1.665140451641751, 48.10557275145582]]}";162;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1052773115, -1.66418201492;"{""type"": ""LineString"", ""coordinates"": [[-1.664252487233779, 48.10534214466405], [-1.664111542603679, 48.10521247838276]]}";161;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1100799972, -1.668485047;"{""type"": ""LineString"", ""coordinates"": [[-1.669194759398679, 48.11008076931696], [-1.667775334601239, 48.11007922518202]]}";235;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1101610511, -1.68971912102;"{""type"": ""LineString"", ""coordinates"": [[-1.689553354956144, 48.11055174347459], [-1.689779870440051, 48.11014125036541], [-1.689782182545233, 48.10974358365173]]}";1616;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1082623814, -1.69218095955;"{""type"": ""LineString"", ""coordinates"": [[-1.692270616224346, 48.108240589410265], [-1.69209130287514, 48.10828417332449]]}";1642;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1110553098, -1.68557098146;"{""type"": ""LineString"", ""coordinates"": [[-1.685460926232888, 48.11082561924584], [-1.685681036679176, 48.11128500036852]]}";46;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1106283594, -1.67777839337;"{""type"": ""LineString"", ""coordinates"": [[-1.677778919746121, 48.11034922336981], [-1.677777866992789, 48.11090749550597]]}";54;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1128608904, -1.68517213954;"{""type"": ""LineString"", ""coordinates"": [[-1.685306963262909, 48.113032818489074], [-1.685037315817806, 48.11268896223521]]}";70;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1090588003, -1.67734892386;"{""type"": ""LineString"", ""coordinates"": [[-1.677336960872809, 48.10888463252713], [-1.67736088684059, 48.10923296801775]]}";205;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1125567553, -1.68388575799;"{""type"": ""LineString"", ""coordinates"": [[-1.683993815548871, 48.11266739921204], [-1.68377770042201, 48.11244611133574]]}";29;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1093843414, -1.6828752781;"{""type"": ""LineString"", ""coordinates"": [[-1.683664271908683, 48.10937210840588], [-1.683309492319856, 48.10938427131162], [-1.683010747643155, 48.10938498685941], [-1.682697800568663, 48.1093861791365], [-1.682086124332898, 48.109388092088246]]}";61;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1132874697, -1.68580847507;"{""type"": ""LineString"", ""coordinates"": [[-1.685667349124486, 48.113243644693256], [-1.685949601006005, 48.11333129470083]]}";49;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1122711311, -1.6836006803;"{""type"": ""LineString"", ""coordinates"": [[-1.683670355973947, 48.112344977490764], [-1.683531004633998, 48.112197284690716]]}";32;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1089448224, -1.66371287269;"{""type"": ""LineString"", ""coordinates"": [[-1.664621536851911, 48.108917154150525], [-1.662804208521435, 48.108972490671086]]}";6173;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1060835204, -1.6799762085;"{""type"": ""LineString"", ""coordinates"": [[-1.680483075985544, 48.10601374571689], [-1.679469341012393, 48.10615329507237]]}";86;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1084060056, -1.68726925879;"{""type"": ""LineString"", ""coordinates"": [[-1.68737927255503, 48.10863793384049], [-1.687159245033505, 48.10817407740335]]}";330;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1159601941, -1.67554006418;"{""type"": ""LineString"", ""coordinates"": [[-1.676722405451557, 48.11559018362293], [-1.676416673649618, 48.115686407256305], [-1.675721512165025, 48.11590077677619], [-1.675220704744727, 48.11605130978681], [-1.674929894479731, 48.11615655323068], [-1.674360300223533, 48.11633803180578]]}";19;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1125781006, -1.6842360144;"{""type"": ""LineString"", ""coordinates"": [[-1.684008744618174, 48.11267642269216], [-1.684463284185776, 48.112479778510604]]}";27;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1074730502, -1.66899806216;"{""type"": ""LineString"", ""coordinates"": [[-1.67018670874347, 48.107666359909636], [-1.669292094954202, 48.10747339021203], [-1.668051108465712, 48.10738030968343], [-1.667803868972825, 48.10732100952288]]}";299;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.103544006, -1.68069395271;"{""type"": ""LineString"", ""coordinates"": [[-1.680746426054889, 48.1037013919511], [-1.680641479356591, 48.10338662007072]]}";345;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1134452113, -1.68117887619;"{""type"": ""LineString"", ""coordinates"": [[-1.681057716275979, 48.11334930746642], [-1.681300036108706, 48.11354111509372]]}";25;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.108397301, -1.68626642362;"{""type"": ""LineString"", ""coordinates"": [[-1.686302092630766, 48.10847081346377], [-1.686230754609022, 48.108323788444096]]}";326;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1178768459, -1.67373997421;"{""type"": ""LineString"", ""coordinates"": [[-1.673900135213126, 48.117874026653084], [-1.673722702340015, 48.117880093703604], [-1.673579862628571, 48.11787306589831]]}";5;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1038229487, -1.68851734115;"{""type"": ""LineString"", ""coordinates"": [[-1.688442157137502, 48.10428619297602], [-1.688460839370216, 48.10386496117854], [-1.688678323237783, 48.10338006251822]]}";302;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1093330338, -1.68052015173;"{""type"": ""LineString"", ""coordinates"": [[-1.680672555943473, 48.109333561613326], [-1.680367747524963, 48.10933250596191]]}";336;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1046450946, -1.69234708681;"{""type"": ""LineString"", ""coordinates"": [[-1.692385172498622, 48.104330531149316], [-1.692339925996973, 48.10470423997332], [-1.692309000663443, 48.10495965803925]]}";4564;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1077427289, -1.69053319944;"{""type"": ""LineString"", ""coordinates"": [[-1.690879991322416, 48.1076256229757], [-1.690186407549387, 48.10785983483203]]}";4555;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1070067964, -1.69197694122;"{""type"": ""LineString"", ""coordinates"": [[-1.692004298928587, 48.10675958668161], [-1.691949583501779, 48.107254006036065]]}";4571;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1036649204, -1.69022736834;"{""type"": ""LineString"", ""coordinates"": [[-1.690197113966614, 48.103905254842566], [-1.690257622712742, 48.10342458590327]]}";4929;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1039225549, -1.69105584191;"{""type"": ""LineString"", ""coordinates"": [[-1.691092368794364, 48.10382712988833], [-1.691019315018524, 48.104017979911355]]}";4585;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.104415206, -1.69370445486;"{""type"": ""LineString"", ""coordinates"": [[-1.693738902881878, 48.10432477891999], [-1.693670006829133, 48.10450563306937]]}";4919;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1050099064, -1.690642164;"{""type"": ""LineString"", ""coordinates"": [[-1.690674375083697, 48.10492181005388], [-1.690609952925781, 48.10509800275319]]}";4877;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1069668429, -1.68724530534;"{""type"": ""LineString"", ""coordinates"": [[-1.687123284134403, 48.106945430512546], [-1.687234566350657, 48.10696664214904], [-1.687367823832371, 48.10698524119264]]}";4574;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1066298433, -1.69153586636;"{""type"": ""LineString"", ""coordinates"": [[-1.691664727575538, 48.106636929829165], [-1.691407005149198, 48.10662275685058]]}";4897;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.10744685, -1.69054920326;"{""type"": ""LineString"", ""coordinates"": [[-1.69015414450679, 48.10739287378101], [-1.690944262003214, 48.107500826248746]]}";4578;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.10834968, -1.67948691961;"{""type"": ""LineString"", ""coordinates"": [[-1.679584169605073, 48.108521673255126], [-1.679568208949143, 48.10837042391126], [-1.679312705905143, 48.10822862201273]]}";96;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1166694274, -1.68324507979;"{""type"": ""LineString"", ""coordinates"": [[-1.683464602821031, 48.116734394284265], [-1.683025556754929, 48.116604460426025]]}";6565;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1065056434, -1.67186345227;"{""type"": ""LineString"", ""coordinates"": [[-1.671917331147127, 48.10575683881868], [-1.671839463635626, 48.10599534575708], [-1.671795150621825, 48.10625414457567], [-1.671858590832653, 48.10666649289764], [-1.671920931228196, 48.10706458047498], [-1.67193613831267, 48.10726416974494]]}";155;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1091714881, -1.65902253736;"{""type"": ""LineString"", ""coordinates"": [[-1.659249395576736, 48.1091607696542], [-1.658795679151164, 48.1091822066033]]}";6588;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1098266434, -1.66644309347;"{""type"": ""LineString"", ""coordinates"": [[-1.666689257877327, 48.10983043995933], [-1.666196929058894, 48.10982284677457]]}";242;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1066833327, -1.68542657697;"{""type"": ""LineString"", ""coordinates"": [[-1.686209812844799, 48.10674555110596], [-1.685468916566526, 48.10668520612127], [-1.685093132624852, 48.106655210105714], [-1.684642865739948, 48.10662777745508]]}";119;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1059222515, -1.67843193613;"{""type"": ""LineString"", ""coordinates"": [[-1.678404394633535, 48.105841003051275], [-1.678459477620629, 48.10600349989896]]}";111;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1129205605, -1.67536191301;"{""type"": ""LineString"", ""coordinates"": [[-1.675257613267211, 48.113318246759036], [-1.675409757455706, 48.11293426158129], [-1.675406269484693, 48.112748560781036], [-1.675385836215953, 48.112620622930315], [-1.675314910201292, 48.11253013948539]]}";218;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1144940876, -1.67378912417;"{""type"": ""LineString"", ""coordinates"": [[-1.673772453929949, 48.11455540183292], [-1.673805794402676, 48.11443277332579]]}";227;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.109826496, -1.66915607791;"{""type"": ""LineString"", ""coordinates"": [[-1.669246687140435, 48.10982518811751], [-1.669065468675072, 48.109827803965274]]}";250;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1111096965, -1.6758905793;"{""type"": ""LineString"", ""coordinates"": [[-1.676202901643244, 48.11102036857184], [-1.676183795178222, 48.11104960962878], [-1.675563949383813, 48.11117802816011]]}";210;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1195342557, -1.68118200251;"{""type"": ""LineString"", ""coordinates"": [[-1.681029054729981, 48.11968693837053], [-1.681281283907626, 48.11943441256678], [-1.681337008164347, 48.11938372939931]]}";256;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1082638012, -1.66947662018;"{""type"": ""LineString"", ""coordinates"": [[-1.669520123019361, 48.10827719757069], [-1.669433117342563, 48.108250404734946]]}";4524;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1088453913, -1.66960887711;"{""type"": ""LineString"", ""coordinates"": [[-1.669577385929304, 48.1088357037582], [-1.669640368297998, 48.108855078745684]]}";4507;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1036857196, -1.6917087945;"{""type"": ""LineString"", ""coordinates"": [[-1.691678301752171, 48.10388720696163], [-1.691739287255309, 48.10348423228377]]}";4924;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086502524, -1.66995593845;"{""type"": ""LineString"", ""coordinates"": [[-1.669881708158285, 48.10881130643237], [-1.670030168732964, 48.10848919836945]]}";4509;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086328654, -1.66987758104;"{""type"": ""LineString"", ""coordinates"": [[-1.669802848125229, 48.108792137631866], [-1.669952313953539, 48.10847359313516]]}";4508;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.108005194, -1.66682440919;"{""type"": ""LineString"", ""coordinates"": [[-1.666634464205534, 48.10794700787021], [-1.667014354167792, 48.108063380074796]]}";4494;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1084598801, -1.67029105153;"{""type"": ""LineString"", ""coordinates"": [[-1.670383268407401, 48.10848760412203], [-1.670198834642816, 48.10843215606413]]}";4520;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1063352723, -1.68987500143;"{""type"": ""LineString"", ""coordinates"": [[-1.689957352281744, 48.1063495959166], [-1.689792650569209, 48.106320948725404]]}";4886;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1049340412, -1.668673989;"{""type"": ""LineString"", ""coordinates"": [[-1.66873027847524, 48.10514210004845], [-1.668617699515648, 48.10472598227002]]}";293;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1073728524, -1.67035146324;"{""type"": ""LineString"", ""coordinates"": [[-1.670456719009252, 48.10709491906076], [-1.67024620747908, 48.107650785658834]]}";296;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1105316325, -1.68886902211;"{""type"": ""LineString"", ""coordinates"": [[-1.688516115354061, 48.1111094411925], [-1.688700848267482, 48.11088029695025], [-1.688967538433382, 48.11044970343654], [-1.689078155279387, 48.110012043594], [-1.689082494321603, 48.109894345605426]]}";1932;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.116453555, -1.67256260923;"{""type"": ""LineString"", ""coordinates"": [[-1.673890701084108, 48.1164754401139], [-1.67123451736856, 48.11643166994118]]}";663;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1146625656, -1.68670196459;"{""type"": ""LineString"", ""coordinates"": [[-1.687158165405988, 48.11450362071717], [-1.687122200957453, 48.114617140578], [-1.687012950337215, 48.1147860968252], [-1.68611908193929, 48.114548355447035]]}";6581;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1092616373, -1.65830391293;"{""type"": ""LineString"", ""coordinates"": [[-1.658548180906338, 48.10921664718091], [-1.658059644960179, 48.109306627320336]]}";6589;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.117866834, -1.68290189079;"{""type"": ""LineString"", ""coordinates"": [[-1.682645241325209, 48.1183522375803], [-1.682850238386209, 48.11800630152374], [-1.683131162456194, 48.11736736482249]]}";6560;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1110657916, -1.67153022447;"{""type"": ""LineString"", ""coordinates"": [[-1.671725281929467, 48.11080996834634], [-1.671335167014647, 48.11132161491652]]}";651;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1142189137, -1.68709490415;"{""type"": ""LineString"", ""coordinates"": [[-1.68703309215046, 48.11406765795592], [-1.687156716140951, 48.11437016937225]]}";6580;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1111845508, -1.67037830543;"{""type"": ""LineString"", ""coordinates"": [[-1.671119542733958, 48.11128094661981], [-1.670081324078727, 48.111164021167646], [-1.669649285004352, 48.11102986853822]]}";653;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1082434864, -1.68901039199;"{""type"": ""LineString"", ""coordinates"": [[-1.689366648577821, 48.10812748887549], [-1.688654135401075, 48.1083594839974]]}";4557;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1070617694, -1.68794675785;"{""type"": ""LineString"", ""coordinates"": [[-1.687607332105835, 48.107016673699746], [-1.688286183600013, 48.107106865124265]]}";4575;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1096018673, -1.67141757586;"{""type"": ""LineString"", ""coordinates"": [[-1.671479266124294, 48.10976414909354], [-1.671355885586141, 48.10943958547916]]}";4513;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1066299827, -1.66599726568;"{""type"": ""LineString"", ""coordinates"": [[-1.666013069657599, 48.10643169400689], [-1.665981461693772, 48.10682827131896]]}";4490;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1066005571, -1.6909988505;"{""type"": ""LineString"", ""coordinates"": [[-1.691331909854317, 48.10661866920761], [-1.690665791151714, 48.10658244506024]]}";4899;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1057362223, -1.69088199621;"{""type"": ""LineString"", ""coordinates"": [[-1.690852284915366, 48.10581440975039], [-1.690911707503984, 48.10565803485316]]}";4909;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1060171919, -1.6921067422;"{""type"": ""LineString"", ""coordinates"": [[-1.692115226011377, 48.10596019841173], [-1.692098258387918, 48.10607418530953]]}";4568;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086142438, -1.67080824269;"{""type"": ""LineString"", ""coordinates"": [[-1.670860090841857, 48.108630161127394], [-1.670756394541612, 48.10859832639722]]}";4518;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1057916153, -1.68328822071;"{""type"": ""LineString"", ""coordinates"": [[-1.684080948221505, 48.105681839963026], [-1.682495493190521, 48.10590139067842]]}";251;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1145475042, -1.67410803744;"{""type"": ""LineString"", ""coordinates"": [[-1.674339885058915, 48.11457888094457], [-1.673876189813759, 48.114516127428004]]}";228;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1087327815, -1.69236842622;"{""type"": ""LineString"", ""coordinates"": [[-1.691893823056213, 48.108837597879756], [-1.692843029390586, 48.10862796521004]]}";5533;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.10646356, -1.69306726246;"{""type"": ""LineString"", ""coordinates"": [[-1.693044713343301, 48.10663041597381], [-1.693089811575185, 48.10629670405102]]}";5536;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1161181236, -1.68650114267;"{""type"": ""LineString"", ""coordinates"": [[-1.686362817986667, 48.116335470228016], [-1.686639467362681, 48.115900777026255]]}";6573;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1165645364, -1.68309847955;"{""type"": ""LineString"", ""coordinates"": [[-1.683490919127682, 48.116671335535365], [-1.682706039967435, 48.116457737258784]]}";6566;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1095604808, -1.65678366891;"{""type"": ""LineString"", ""coordinates"": [[-1.657127404845731, 48.10947217658517], [-1.656439932965124, 48.109648785031105]]}";6592;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1155202101, -1.6860793774;"{""type"": ""LineString"", ""coordinates"": [[-1.686684503794841, 48.11561284856519], [-1.685474251009851, 48.11542757161262]]}";6575;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1123800647, -1.69338265791;"{""type"": ""LineString"", ""coordinates"": [[-1.693411123737112, 48.112456518234545], [-1.693354192082594, 48.11230361117417]]}";2571;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.110629407, -1.66884867277;"{""type"": ""LineString"", ""coordinates"": [[-1.668968020605389, 48.110630266421694], [-1.668729324943947, 48.11062854765618]]}";3213;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1107037343, -1.66617438325;"{""type"": ""LineString"", ""coordinates"": [[-1.666277397886528, 48.11070297689296], [-1.666071368620787, 48.11070449170215]]}";3233;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1108364258, -1.6670238369;"{""type"": ""LineString"", ""coordinates"": [[-1.666998115717079, 48.110947583389574], [-1.667049558082383, 48.11072526827577]]}";3224;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.110551478, -1.66701593902;"{""type"": ""LineString"", ""coordinates"": [[-1.667024607431771, 48.110506053908], [-1.667007270615748, 48.110596902157965]]}";3231;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1112757769, -1.66594978531;"{""type"": ""LineString"", ""coordinates"": [[-1.665931213402653, 48.11121216060123], [-1.665968357217734, 48.11133939314987]]}";3237;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1112509685, -1.66443705253;"{""type"": ""LineString"", ""coordinates"": [[-1.664424436277989, 48.11119807691783], [-1.664449668777788, 48.11130386017778]]}";3244;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1104619294, -1.66227950659;"{""type"": ""LineString"", ""coordinates"": [[-1.662278006527413, 48.11041383196668], [-1.662281006651482, 48.11051002682469]]}";3259;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1107344947, -1.66238958663;"{""type"": ""LineString"", ""coordinates"": [[-1.662388730734195, 48.110693523335904], [-1.662390442526906, 48.110775466047556]]}";3262;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1112456132, -1.66239023092;"{""type"": ""LineString"", ""coordinates"": [[-1.662388085774413, 48.1111903897352], [-1.66239237605613, 48.11130083665683]]}";3264;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1115907161, -1.66239295245;"{""type"": ""LineString"", ""coordinates"": [[-1.662391802413112, 48.11146774501932], [-1.662394102478254, 48.111713687181016]]}";3265;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.112695557, -1.66276768171;"{""type"": ""LineString"", ""coordinates"": [[-1.66270496309, 48.112568883745475], [-1.662830400335833, 48.11282223033222]]}";3271;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
;;3852;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1077867409, -1.66626228147;"{""type"": ""LineString"", ""coordinates"": [[-1.666045147154492, 48.10772231419067], [-1.66647941577596, 48.10785116766033]]}";4495;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1091363825, -1.67279413317;"{""type"": ""LineString"", ""coordinates"": [[-1.672797091166472, 48.10928846274389], [-1.672791175183366, 48.108984302312834]]}";4529;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1089049483, -1.66981191102;"{""type"": ""LineString"", ""coordinates"": [[-1.669749190324612, 48.108886897319096], [-1.669874631717655, 48.10892299937174]]}";4510;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1081557999, -1.66928999246;"{""type"": ""LineString"", ""coordinates"": [[-1.669335198205254, 48.10816912677495], [-1.669244786712315, 48.10814247302476]]}";4526;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1183789818, -1.68458977361;"{""type"": ""LineString"", ""coordinates"": [[-1.684951414542928, 48.11848440900608], [-1.684228132667663, 48.118273554613204]]}";6602;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1180231708, -1.68420367584;"{""type"": ""LineString"", ""coordinates"": [[-1.684154641278938, 48.11812930572852], [-1.684252710402308, 48.11791703588451]]}";6557;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
