ap_timeo;ap_datemaj;equip_mobilier;equip_banc;equip_eclairage;equip_poubelle;access_pmr;access_li_ok;access_li_nok;Commune (nom);Coordonnées;Commune (code INSEE);Identifiant
1382;2011-08-25Z;Abri simple;OUI;NON;OUI;PARTIEL;9;APIBUS;Rennes;48.105074, -1.698818;35238;1382
1390;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13 9;;Rennes;48.104175, -1.713394;35238;1390
1396;2011-08-25Z;Abri double;OUI;OUI;OUI;PARTIEL;9;APIBUS;Rennes;48.102182, -1.705063;35238;1396
1398;2011-08-25Z;Abri simple;OUI;OUI;NON;PARTIEL;9;APIBUS;Rennes;48.105225, -1.698672;35238;1398
1408;2011-08-25Z;Abri simple;OUI;OUI;NON;;;;Rennes;48.119751, -1.65133;35238;1408
1409;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;70;;Rennes;48.126831, -1.653313;35238;1409
1410;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14;;Rennes;48.136512, -1.662483;35238;1410
1411;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;36 14;;Rennes;48.132111, -1.67291;35238;1411
1422;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 53 76;;Rennes;48.116261, -1.711309;35238;1422
1429;2014-08-19Z;Abri simple;OUI;OUI;NON;OUI;70;;Rennes;48.127628, -1.650898;35238;1429
1435;2014-08-12Z;Poteau;NON;NON;NON;OUI;32;;Rennes;48.105688, -1.650713;35238;1435
1467;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.087513, -1.653273;35238;1467
1468;2015-01-22Z;Abri simple;OUI;OUI;NON;OUI;12 13;;Rennes;48.087383, -1.645367;35238;1468
1471;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;32;;Rennes;48.103763, -1.649492;35238;1471
1474;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;67 32;;Rennes;48.113474, -1.656747;35238;1474
1477;2017-09-06Z;Abri double;OUI;OUI;NON;OUI;C2 C1 11;;Rennes;48.104194, -1.672636;35238;1477
1493;2016-03-22Z;Abri simple;OUI;OUI;OUI;OUI;52 68 168 78;;Rennes;48.127175, -1.693387;35238;1493
1499;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;14 53 76;;Rennes;48.1163, -1.716029;35238;1499
1508;2011-08-25Z;Abri auvent;NON;OUI;OUI;OUI;55 56 54;;Rennes;48.106693, -1.729127;35238;1508
1511;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;73 75 173;;Rennes;48.087572, -1.643466;35238;1511
1513;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;50 64;;Rennes;48.115378, -1.648495;35238;1513
1520;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;77 52 65 81 82;;Rennes;48.120473, -1.709574;35238;1520
1521;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;52 81 77 65 82;;Rennes;48.118462, -1.713825;35238;1521
1522;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;67 32;;Rennes;48.113884, -1.642719;35238;1522
1528;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;32 67;;Rennes;48.113992, -1.64442;35238;1528
1537;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;68 52 14 78;;Rennes;48.131596, -1.69166;35238;1537
1542;2011-08-25Z;Poteau;NON;NON;NON;OUI;56 55 54 155 154 53 156;;Rennes;48.10992, -1.68535;35238;1542
1544;2014-12-17Z;Abri double;OUI;OUI;NON;NON;;63;Rennes;48.084931, -1.696071;35238;1544
1550;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3 44;;Rennes;48.109699, -1.677942;35238;1550
1553;2015-01-22Z;Abri simple;OUI;OUI;NON;OUI;52 152;;Rennes;48.121297, -1.702339;35238;1553
1554;2011-08-25Z;Poteau;NON;NON;NON;OUI;32;;Rennes;48.090732, -1.66125;35238;1554
1555;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;12;;Rennes;48.113304, -1.675306;35238;1555
1566;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;76;;Rennes;48.125304, -1.692431;35238;1566
1573;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;57;;Rennes;48.097045, -1.690278;35238;1573
1589;2011-12-19Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Rennes;48.097935, -1.703985;35238;1589
1605;2012-03-08Z;Abri double;OUI;OUI;OUI;OUI;C4 C6;;Rennes;48.110157, -1.656509;35238;1605
1612;2012-10-04Z;Abri simple;NON;NON;NON;PARTIEL;C6 9;APIBUS;Rennes;48.103539, -1.688429;35238;1612
1615;2013-04-05Z;Poteau;NON;NON;NON;OUI;57 158 157;;Rennes;48.109803, -1.678283;35238;1615
1619;2014-08-19Z;Abri double;OUI;OUI;OUI;OUI;44 C3;;Rennes;48.125198, -1.652864;35238;1619
1623;2013-12-20Z;Abri simple;OUI;OUI;OUI;OUI;13 C3;;Rennes;48.083961, -1.678307;35238;1623
1507;2015-06-05Z;Abri auvent;OUI;OUI;NON;OUI;12;;Rennes;48.109406, -1.6751;35238;1507
1509;2014-12-01Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.087822, -1.674555;35238;1509
1515;2015-07-03Z;Abri simple;OUI;OUI;NON;OUI;50 64;;Rennes;48.113631, -1.647569;35238;1515
1516;2011-08-25Z;Abri auvent;NON;OUI;OUI;NON;;50 64;Rennes;48.115973, -1.648367;35238;1516
1526;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;32 67;;Rennes;48.114801, -1.65322;35238;1526
1539;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;55 54 56;;Rennes;48.107253, -1.723135;35238;1539
1543;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C4;;Rennes;48.131341, -1.691889;35238;1543
1560;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;32;;Rennes;48.097773, -1.656724;35238;1560
1561;2011-08-25Z;Poteau;NON;NON;NON;OUI;32;;Rennes;48.095918, -1.658068;35238;1561
1570;2016-07-19Z;Abri simple;OUI;OUI;OUI;OUI;13 C6;;Rennes;48.098203, -1.699023;35238;1570
1590;2013-01-03Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Rennes;48.098899, -1.69354;35238;1590
1591;2013-01-03Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Rennes;48.09891, -1.69368;35238;1591
1616;2013-08-22Z;Abri simple;OUI;OUI;OUI;PARTIEL;9;APIBUS;Rennes;48.103307, -1.689206;35238;1616
1617;2013-12-23Z;Abri simple;OUI;OUI;OUI;OUI;41 150 34 C4;;Rennes;48.129137, -1.630168;35238;1617
1618;2014-08-19Z;Abri double;OUI;OUI;OUI;OUI;C3 44;;Rennes;48.125139, -1.65309;35238;1618
1622;2013-12-20Z;Abri double;OUI;OUI;OUI;OUI;13 C3;;Rennes;48.084157, -1.679166;35238;1622
1625;2014-09-01Z;Abri simple;OUI;OUI;NON;OUI;14;;Rennes;48.13073, -1.675781;35238;1625
1631;2014-09-01Z;Abri simple;OUI;OUI;OUI;OUI;34;;Rennes;48.132353, -1.636152;35238;1631
1634;2014-09-01Z;Abri simple;OUI;OUI;OUI;OUI;14;;Rennes;48.123688, -1.660475;35238;1634
1636;2014-09-01Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.095933, -1.637156;35238;1636
1648;2015-02-13Z;Poteau;NON;NON;NON;OUI;13;;Rennes;48.087634, -1.646331;35238;1648
1650;2015-02-13Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Rennes;48.087481, -1.643137;35238;1650
1651;2015-02-25Z;Poteau provisoire;NON;NON;NON;;;;Rennes;48.097202, -1.675197;35238;1651
1656;2015-02-27Z;Poteau;NON;NON;NON;OUI;36;;Rennes;48.125261, -1.667791;35238;1656
1660;2015-05-11Z;Abri simple;OUI;NON;OUI;OUI;32 40 14;;Rennes;48.12689, -1.629952;35238;1660
1668;2017-11-23Z;Poteau;NON;NON;NON;;;;Rennes;48.086629, -1.689314;35238;1668
1676;2018-03-16Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.13356, -1.695988;35238;1676
1679;2018-03-16Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.131013, -1.703957;35238;1679
1683;2018-03-16Z;Abri simple;OUI;OUI;OUI;OUI;14;;Rennes;48.121789, -1.650919;35238;1683
2003;2013-09-17Z;Poteau;NON;NON;NON;OUI;35 41 C1;;Cesson-Sévigné;48.130071, -1.628026;35051;2003
2005;2015-04-15Z;Abri simple;OUI;OUI;OUI;OUI;31;;Cesson-Sévigné;48.124609, -1.594305;35051;2005
2009;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;C6 34;;Cesson-Sévigné;48.123585, -1.608134;35051;2009
2016;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;67 C6 31 35;;Cesson-Sévigné;48.114224, -1.621951;35051;2016
2017;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;C6 67 31 35;;Cesson-Sévigné;48.114121, -1.630367;35051;2017
2019;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;67 35 C6 31;;Cesson-Sévigné;48.114037, -1.628008;35051;2019
2026;2014-08-12Z;Poteau;NON;NON;NON;OUI;C6;;Cesson-Sévigné;48.122782, -1.61077;35051;2026
2030;2014-08-12Z;Poteau;NON;NON;NON;OUI;31;;Cesson-Sévigné;48.124795, -1.596767;35051;2030
2036;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;11 34;;Cesson-Sévigné;48.101206, -1.624003;35051;2036
2037;2014-09-01Z;Poteau;NON;NON;NON;OUI;11;;Cesson-Sévigné;48.106047, -1.62563;35051;2037
2038;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;67;;Cesson-Sévigné;48.114975, -1.590774;35051;2038
2046;2012-03-27Z;Poteau provisoire;NON;NON;NON;OUI;64 34;;Cesson-Sévigné;48.127395, -1.626957;35051;2046
2055;2014-08-14Z;Abri simple;OUI;OUI;OUI;OUI;34 31;;Cesson-Sévigné;48.119961, -1.602179;35051;2055
2057;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;35 67 34;;Cesson-Sévigné;48.113861, -1.603295;35051;2057
2059;2013-09-17Z;Abri simple;OUI;NON;OUI;OUI;67 34 38;;Cesson-Sévigné;48.109302, -1.609073;35051;2059
2061;2013-09-17Z;Abri simple;OUI;OUI;OUI;OUI;11 34;;Cesson-Sévigné;48.106515, -1.621243;35051;2061
2065;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;67 34 35;;Cesson-Sévigné;48.113984, -1.603204;35051;2065
2072;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;50;;Cesson-Sévigné;48.140592, -1.616329;35051;2072
2078;2015-06-18Z;;;;;;;;;;;
2080;2012-03-27Z;Abri simple;OUI;OUI;OUI;OUI;64;;Cesson-Sévigné;48.127399, -1.612799;35051;2080
2085;2012-03-20Z;Abri simple;OUI;NON;OUI;OUI;67;;Cesson-Sévigné;48.116152, -1.582472;35051;2085
2091;2014-08-12Z;Abri simple;OUI;NON;OUI;;;;Cesson-Sévigné;48.119072, -1.597622;35051;2091
2123;2017-01-30Z;Abri simple;OUI;OUI;OUI;OUI;11;;Cesson-Sévigné;48.104575, -1.630458;35051;2123
2127;2015-05-13Z;Poteau;NON;NON;NON;OUI;41;;Cesson-Sévigné;48.134856, -1.621311;35051;2127
2203;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C6 13;;Saint-Jacques-de-la-Lande;48.07942, -1.71571;35281;2203
2204;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C6 13;;Saint-Jacques-de-la-Lande;48.082557, -1.715255;35281;2204
2206;2014-08-19Z;Abri simple;OUI;OUI;OUI;OUI;57 C6;;Saint-Jacques-de-la-Lande;48.087497, -1.706946;35281;2206
2208;2011-08-25Z;Abri double;OUI;OUI;OUI;NON;;57;Saint-Jacques-de-la-Lande;48.095802, -1.694528;35281;2208
2209;2011-08-25Z;Abri simple;OUI;OUI;OUI;NON;;57;Saint-Jacques-de-la-Lande;48.095716, -1.694313;35281;2209
2224;2014-08-12Z;Poteau;NON;NON;NON;OUI;13 37;;Saint-Jacques-de-la-Lande;48.075073, -1.71604;35281;2224
2228;2011-08-25Z;Abri simple;OUI;NON;OUI;PARTIEL;C5;63;Saint-Jacques-de-la-Lande;48.089797, -1.693146;35281;2228
2234;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13;;Saint-Jacques-de-la-Lande;48.066447, -1.720123;35281;2234
2241;2016-03-11Z;Abri simple;OUI;OUI;OUI;NON;;57;Saint-Jacques-de-la-Lande;48.08053, -1.71259;35281;2241
2254;2015-02-10Z;Poteau;NON;NON;NON;OUI;37;;Saint-Jacques-de-la-Lande;48.085145, -1.727706;35281;2254
2255;2017-01-26Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.078768, -1.732528;35281;2255
2258;2011-12-19Z;Abri double;OUI;OUI;NON;OUI;C6;;Saint-Jacques-de-la-Lande;48.093537, -1.704339;35281;2258
2260;2011-12-19Z;Abri simple;OUI;OUI;NON;OUI;C6;;Saint-Jacques-de-la-Lande;48.093433, -1.70457;35281;2260
2262;2011-08-25Z;Poteau;NON;NON;NON;NON;;72 59 63;Saint-Jacques-de-la-Lande;48.068729, -1.697896;35281;2262
2276;2018-03-30Z;Poteau;NON;NON;NON;;;;Saint-Jacques-de-la-Lande;48.082009, -1.733672;35281;2276
2306;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;91;;Bruz;48.033686, -1.765896;35047;2306
2313;2014-08-12Z;Poteau;OUI;OUI;OUI;NON;;158 57;Bruz;48.052679, -1.73829;35047;2313
2323;2017-11-13Z;Abri simple;OUI;OUI;OUI;OUI;57 91 157;;Bruz;48.025667, -1.760799;35047;2323
2324;2014-08-12Z;Poteau;NON;NON;NON;OUI;57 91 157;;Bruz;48.024584, -1.757229;35047;2324
2326;2014-08-12Z;Poteau;NON;NON;NON;NON;;91;Bruz;48.034154, -1.723867;35047;2326
2335;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;159 91 59 90 57;;Bruz;48.02629, -1.734494;35047;2335
2341;2011-08-25Z;Poteau;NON;NON;NON;OUI;91 57 159 90 59;;Bruz;48.023636, -1.736267;35047;2341
2343;2014-12-09Z;Poteau;NON;NON;NON;NON;;57 157 90 59 159;Bruz;48.019598, -1.744633;35047;2343
2351;2014-08-12Z;Abri simple;OUI;NON;NON;NON;;91;Bruz;48.029242, -1.719642;35047;2351
2372;2014-12-02Z;Abri simple;OUI;OUI;OUI;OUI;59 90 159;;Bruz;48.029045, -1.752705;35047;2372
2375;2014-12-02Z;Abri simple;OUI;OUI;OUI;OUI;90 159 157 59 91 57;;Bruz;48.024186, -1.75284;35047;2375
2377;2015-02-26Z;Poteau;NON;NON;NON;OUI;157 57;;Bruz;48.03503, -1.757375;35047;2377
2401;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;151 51;;Betton;48.177029, -1.651134;35024;2401
2411;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;71 51;;Betton;48.161724, -1.647868;35024;2411
2413;2011-12-15Z;Poteau;NON;NON;NON;OUI;51 71;;Betton;48.171155, -1.641673;35024;2413
2414;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;51;;Betton;48.172685, -1.637284;35024;2414
2415;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;51;;Betton;48.176867, -1.637055;35024;2415
2416;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;51;;Betton;48.180198, -1.634708;35024;2416
2417;2015-01-22Z;Abri simple;OUI;NON;OUI;OUI;71 94;;Betton;48.181747, -1.638457;35024;2417
2424;2011-12-15Z;Abri simple;OUI;NON;OUI;NON;;70;Thorigné-Fouillard;48.170897, -1.622292;35334;2424
2426;2011-12-15Z;Poteau;NON;NON;NON;OUI;70;;Betton;48.164087, -1.624866;35024;2426
2430;2011-08-25Z;Abri simple;OUI;OUI;OUI;NON;;71 151;Betton;48.175999, -1.639619;35024;2430
2437;2015-05-11Z;Abri simple;OUI;OUI;OUI;OUI;151 51 78;;Betton;48.18162, -1.639271;35024;2437
2456;2014-08-06Z;Abri simple;OUI;OUI;OUI;OUI;78;;Betton;48.178784, -1.660945;35024;2456
2504;2015-02-24Z;Abri simple;OUI;OUI;OUI;OUI;154 54 76;;Le Rheu;48.098973, -1.796821;35240;2504
2507;2012-03-20Z;Abri simple;OUI;OUI;OUI;NON;;54;Le Rheu;48.097502, -1.781275;35240;2507
2510;2012-03-20Z;Abri simple;OUI;OUI;OUI;NON;;54;Le Rheu;48.10389, -1.75034;35240;2510
2513;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;54;;Le Rheu;48.097012, -1.776051;35240;2513
2610;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.067768, -1.625701;35352;2610
2622;2011-08-25Z;Poteau;NON;NON;NON;NON;;73;Vern-sur-Seiche;48.059886, -1.613109;35352;2622
2632;2014-08-12Z;Poteau;NON;NON;NON;NON;;75;Vern-sur-Seiche;48.048065, -1.598577;35352;2632
2640;2014-08-12Z;Poteau;NON;NON;NON;OUI;73;;Vern-sur-Seiche;48.038405, -1.60232;35352;2640
1574;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;32;;Rennes;48.090875, -1.661101;35238;1574
1595;2011-11-30Z;Abri simple;OUI;NON;NON;OUI;56;;Rennes;48.105833, -1.6773;35238;1595
1603;2013-08-22Z;Abri double;OUI;OUI;OUI;OUI;C6 40 C4 164 150;;Rennes;48.11325, -1.641287;35238;1603
1604;2013-08-22Z;Abri simple;OUI;OUI;OUI;OUI;C6 40 C4 164 150;;Rennes;48.113551, -1.640947;35238;1604
1606;2012-03-09Z;Abri double;OUI;OUI;OUI;OUI;36 71 70 51 151;;Rennes;48.115697, -1.676699;35238;1606
1609;2012-08-31Z;Abri simple;OUI;OUI;OUI;OUI;32 67;;Rennes;48.114194, -1.636482;35238;1609
1613;2012-10-04Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Rennes;48.103012, -1.688808;35238;1613
1626;2014-09-01Z;Abri auvent;NON;OUI;NON;OUI;14;;Rennes;48.130639, -1.677011;35238;1626
1644;2014-08-18Z;Abri auvent;OUI;OUI;OUI;OUI;44 C3;;Rennes;48.110714, -1.673658;35238;1644
1649;2015-02-13Z;Abri simple;OUI;OUI;OUI;OUI;62;;Rennes;48.087524, -1.64332;35238;1649
1664;2017-01-30Z;Poteau;NON;NON;NON;;;;Rennes;48.094355, -1.674442;35238;1664
1667;2017-07-31Z;Poteau;NON;NON;NON;OUI;68 52;;Rennes;48.136333, -1.696931;35238;1667
1677;2018-03-16Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.134807, -1.698815;35238;1677
1678;2018-03-16Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.133657, -1.703064;35238;1678
1680;2018-03-15Z;Abri auvent;OUI;OUI;OUI;OUI;12;;Rennes;48.128235, -1.7081;35238;1680
1681;2018-03-15Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.125418, -1.710377;35238;1681
1682;2018-03-15Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.123628, -1.709222;35238;1682
2011;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Cesson-Sévigné;48.121108, -1.60998;35051;2011
2015;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;31 35 C6;;Cesson-Sévigné;48.114253, -1.616314;35051;2015
2023;2014-08-25Z;Poteau;NON;NON;NON;OUI;31 34 C6;;Cesson-Sévigné;48.115593, -1.606961;35051;2023
2028;2014-08-12Z;Poteau;NON;NON;NON;OUI;34 C6;;Cesson-Sévigné;48.123463, -1.604091;35051;2028
2029;2014-08-12Z;Poteau;NON;NON;NON;OUI;31 C6;;Cesson-Sévigné;48.123131, -1.600719;35051;2029
2043;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;34;;Cesson-Sévigné;48.124354, -1.618478;35051;2043
2044;2012-03-27Z;Abri simple;OUI;OUI;OUI;OUI;64 34;;Cesson-Sévigné;48.127362, -1.62431;35051;2044
2050;2015-02-10Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Cesson-Sévigné;48.120244, -1.599275;35051;2050
2051;2014-08-12Z;Poteau;NON;NON;NON;OUI;C6;;Cesson-Sévigné;48.115847, -1.600734;35051;2051
2058;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;34 67;;Cesson-Sévigné;48.112638, -1.607261;35051;2058
2060;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;67 34;;Cesson-Sévigné;48.10784, -1.614683;35051;2060
2062;2014-08-12Z;Poteau;NON;NON;NON;OUI;67 34;;Cesson-Sévigné;48.107771, -1.614065;35051;2062
2063;2013-09-17Z;Abri simple;OUI;NON;OUI;OUI;67 34 38;;Cesson-Sévigné;48.108743, -1.60963;35051;2063
2064;2012-03-20Z;Poteau;NON;NON;NON;OUI;67 34;;Cesson-Sévigné;48.112543, -1.607297;35051;2064
2067;2014-08-14Z;Poteau;NON;NON;NON;OUI;31 34;;Cesson-Sévigné;48.120381, -1.602371;35051;2067
2070;2012-03-20Z;Abri simple;OUI;NON;OUI;OUI;50;;Cesson-Sévigné;48.145148, -1.608661;35051;2070
2071;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;50;;Cesson-Sévigné;48.140415, -1.616907;35051;2071
2075;2014-08-12Z;Poteau;NON;NON;NON;OUI;34;;Cesson-Sévigné;48.123363, -1.611301;35051;2075
2077;2015-04-15Z;Abri simple;OUI;OUI;OUI;OUI;50 70;;Cesson-Sévigné;48.134211, -1.628608;35051;2077
2081;2012-03-27Z;Poteau;NON;NON;NON;OUI;64;;Cesson-Sévigné;48.126799, -1.619769;35051;2081
2082;2012-03-27Z;Abri simple;OUI;OUI;OUI;OUI;64;;Cesson-Sévigné;48.126993, -1.619975;35051;2082
2102;2015-06-30Z;Abri simple;OUI;OUI;OUI;OUI;11;;Cesson-Sévigné;48.106097, -1.625877;35051;2102
2103;2012-03-20Z;Poteau;NON;NON;NON;OUI;67;;Cesson-Sévigné;48.113318, -1.59004;35051;2103
2115;2015-02-10Z;Abri simple;OUI;NON;OUI;OUI;50;;Cesson-Sévigné;48.137379, -1.622408;35051;2115
2121;2013-12-23Z;Poteau;NON;NON;NON;OUI;34 150 41 C4;;Cesson-Sévigné;48.130368, -1.631314;35051;2121
2125;2014-04-07Z;Poteau;NON;NON;NON;OUI;41 C1 35;;Cesson-Sévigné;48.131892, -1.624417;35051;2125
2126;2014-04-07Z;Abri double;OUI;OUI;OUI;OUI;41 C1 35;;Cesson-Sévigné;48.134763, -1.621832;35051;2126
2211;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C6 57;;Saint-Jacques-de-la-Lande;48.087261, -1.707384;35281;2211
2213;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C6 13;;Saint-Jacques-de-la-Lande;48.082491, -1.715453;35281;2213
2221;2015-04-15Z;Abri simple;OUI;OUI;OUI;OUI;13;;Saint-Jacques-de-la-Lande;48.063117, -1.720383;35281;2221
2225;2011-08-25Z;Abri auvent;OUI;OUI;OUI;NON;;37 13;Saint-Jacques-de-la-Lande;48.086811, -1.70563;35281;2225
2227;2011-12-15Z;Abri simple;OUI;OUI;OUI;OUI;13;;Saint-Jacques-de-la-Lande;48.089415, -1.697855;35281;2227
2231;2011-08-25Z;Abri simple;OUI;OUI;OUI;NON;;37 13;Saint-Jacques-de-la-Lande;48.086974, -1.706633;35281;2231
2239;2011-08-25Z;Abri simple;OUI;OUI;OUI;NON;;57;Saint-Jacques-de-la-Lande;48.077838, -1.712445;35281;2239
2249;2015-02-10Z;Abri double;OUI;OUI;OUI;OUI;37;;Saint-Jacques-de-la-Lande;48.085087, -1.727469;35281;2249
2251;2014-08-12Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.086662, -1.713071;35281;2251
2257;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C5;;Saint-Jacques-de-la-Lande;48.087049, -1.694605;35281;2257
2263;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C6 13;;Saint-Jacques-de-la-Lande;48.082518, -1.712313;35281;2263
2267;2016-02-23Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.075278, -1.729484;35281;2267
2307;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;57 157;;Bruz;48.031275, -1.759442;35047;2307
2316;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;158 57;;Bruz;48.049376, -1.740727;35047;2316
2327;2011-08-25Z;Abri simple;OUI;OUI;OUI;PARTIEL;91;63;Bruz;48.005026, -1.77502;35047;2327
2328;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;59 91;;Bruz;48.034888, -1.724811;35047;2328
2345;2011-08-25Z;Poteau;NON;NON;NON;PARTIEL;91;63;Bruz;48.023807, -1.761964;35047;2345
2348;2014-12-02Z;Poteau;NON;NON;NON;OUI;91 59 90 159;;Bruz;48.023484, -1.743371;35047;2348
2404;2011-08-25Z;Abri simple;OUI;OUI;OUI;NON;;51 151;Betton;48.183007, -1.646075;35024;2404
2407;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;51;;Betton;48.18021, -1.634936;35024;2407
2408;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;51;;Betton;48.176154, -1.637359;35024;2408
2410;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;71 51;;Betton;48.17135, -1.642053;35024;2410
2419;2011-12-15Z;Poteau;NON;NON;NON;NON;;151 51;Betton;48.183195, -1.646546;35024;2419
2422;2011-12-15Z;Abri simple;OUI;NON;OUI;OUI;70;;Betton;48.182171, -1.616139;35024;2422
2428;2011-12-15Z;Poteau;NON;NON;NON;NON;;70;Betton;48.175562, -1.622799;35024;2428
2429;2011-12-15Z;Poteau;NON;NON;NON;OUI;70;;Betton;48.182036, -1.616164;35024;2429
2435;2011-12-15Z;Poteau;NON;NON;NON;OUI;94 71 51;;Betton;48.18312, -1.637107;35024;2435
2438;2011-12-15Z;Poteau;NON;NON;NON;NON;;78;Betton;48.18499, -1.65024;35024;2438
2448;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;78;;Betton;48.183888, -1.646449;35024;2448
2451;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;51 71 94;;Betton;48.19085, -1.629331;35024;2451
2503;2012-03-20Z;Abri double;OUI;OUI;OUI;OUI;154 54;;Le Rheu;48.098908, -1.801395;35240;2503
2515;2012-03-20Z;Poteau;NON;NON;NON;OUI;154 54;;Le Rheu;48.099309, -1.790762;35240;2515
2524;2012-03-20Z;Poteau;NON;NON;NON;OUI;55;;Le Rheu;48.091379, -1.78572;35240;2524
2525;2012-03-20Z;Poteau;NON;NON;NON;NON;;56;Le Rheu;48.078547, -1.771361;35240;2525
2529;2012-03-20Z;Poteau;NON;NON;NON;OUI;56;;Le Rheu;48.08028, -1.774466;35240;2529
2603;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;73 75;;Vern-sur-Seiche;48.044735, -1.603959;35352;2603
2606;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.050629, -1.614982;35352;2606
2609;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.064138, -1.623074;35352;2609
