Geo Point;Geo Shape;objectid;id_voie;nom_voie;code_insee;nom_commune;nombre_support;code_modele;libelle_modele;date_creation;gestionnaire;commentaire
48.1174872812, -1.6777579592;"{""type"": ""Point"", ""coordinates"": [-1.677757959195719, 48.11748728122687]}";513;8773;Rue de la Cochardière;35238;Rennes;4;;S 23;2005-12-31T23:00:00Z;Rennes Métropole;n°2 - pas de SV
48.1098139465, -1.67522515707;"{""type"": ""Point"", ""coordinates"": [-1.675225157074121, 48.109813946522216]}";516;9065;Quai Emile Zola;35238;Rennes;5;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°20
48.1096012826, -1.67985481523;"{""type"": ""Point"", ""coordinates"": [-1.679854815234202, 48.10960128256755]}";519;9087;Place de la République;35238;Rennes;8;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;coté OUEST
48.113188555, -1.67762495861;"{""type"": ""Point"", ""coordinates"": [-1.677624958606613, 48.11318855496832]}";525;9040;Rue Salomon de Brosse;35238;Rennes;5;;S 23;2009-12-31T23:00:00Z;Rennes Métropole;n°19
48.0859188837, -1.64220623748;"{""type"": ""Point"", ""coordinates"": [-1.642206237476175, 48.085918883662075]}";534;9709;Rue de Vern;35238;Rennes;4;;autre;2001-12-31T23:00:00Z;Rennes Métropole;complexe A.Fresnais
48.083826746, -1.66862989231;"{""type"": ""Point"", ""coordinates"": [-1.668629892311632, 48.083826745966284]}";535;9597;Boulevard du Portugal;35238;Rennes;4;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°17
48.1145300028, -1.68125518472;"{""type"": ""Point"", ""coordinates"": [-1.681255184721939, 48.11453000283515]}";545;9051;Place Sainte-Anne;35238;Rennes;2;;S 23-1;;Rennes Métropole;angle St-Louis - pas de SV
48.1387615246, -1.6660787167;"{""type"": ""Point"", ""coordinates"": [-1.666078716696372, 48.13876152455612]}";555;9494;Rue Emile Bernard;35238;Rennes;4;;S 23;;Rennes Métropole;face n°19
48.1256043001, -1.6576493996;"{""type"": ""Point"", ""coordinates"": [-1.657649399598885, 48.12560430009632]}";556;9646;Rue Gustave Charpentier;35238;Rennes;4;;S 23;2012-03-14T23:00:00Z;Rennes Métropole;n°11
48.1064123436, -1.67585091194;"{""type"": ""Point"", ""coordinates"": [-1.675850911944096, 48.1064123435751]}";557;10227;Esplanade Général de Gaulle;35238;Rennes;11;;S 23;;Rennes Métropole;- pas de SV
48.0974574689, -1.67493088802;"{""type"": ""Point"", ""coordinates"": [-1.674930888021057, 48.097457468937066]}";563;8776;Boulevard Jacques Cartier;35238;Rennes;3;;S 23;2012-03-13T23:00:00Z;Rennes Métropole;n°147
48.0982763862, -1.69094933182;"{""type"": ""Point"", ""coordinates"": [-1.69094933182379, 48.098276386151376]}";575;8829;Rue de la Courrouze;35238;Rennes;4;;autre;2012-03-14T23:00:00Z;Rennes Métropole;n°7
48.1194444552, -1.64973494689;"{""type"": ""Point"", ""coordinates"": [-1.649734946887595, 48.11944445524421]}";584;8763;Boulevard de Vitré;35238;Rennes;3;;S 23;2012-08-26T22:00:00Z;Rennes Métropole;n°82
48.123773066, -1.69996847918;"{""type"": ""Point"", ""coordinates"": [-1.699968479183234, 48.12377306600923]}";594;9329;Rue du Recteur Paul Henry;35238;Rennes;15;;S 23;;Rennes Métropole;face au n°15 - pas de SV
48.0911971462, -1.67672013705;"{""type"": ""Point"", ""coordinates"": [-1.676720137054451, 48.09119714623685]}";596;8792;Rue Yves Noël;35238;Rennes;4;;S 23;;Rennes Métropole;n°30 - pas de SV
48.115564088, -1.67087838282;"{""type"": ""Point"", ""coordinates"": [-1.670878382817525, 48.11556408801967]}";601;9000;Avenue de Grignan;35238;Rennes;5;;S 23;1992-12-31T23:00:00Z;Rennes Métropole;n°1 - pas de SV-+2le12/07/13
48.1077078997, -1.70935171449;"{""type"": ""Point"", ""coordinates"": [-1.709351714486645, 48.10770789965029]}";603;9995;Quai Eric Tabarly;35238;Rennes;46;;autre;2002-12-31T23:00:00Z;Rennes Métropole;angle Moulin du Comte
48.0876447158, -1.67097806076;"{""type"": ""Point"", ""coordinates"": [-1.670978060757245, 48.0876447157773]}";607;9244;Rue de Châtillon;35238;Rennes;3;;S 23;2012-11-29T23:00:00Z;Rennes Métropole;Centre A.Savary n°187 - pas de SV
48.0954357304, -1.67456429828;"{""type"": ""Point"", ""coordinates"": [-1.67456429827624, 48.09543573038707]}";611;9241;Rue de l'Alma;35238;Rennes;3;;S 23-1;2013-11-06T23:00:00Z;Rennes Métropole;n°101
48.0862080426, -1.67430226189;"{""type"": ""Point"", ""coordinates"": [-1.674302261890078, 48.086208042588666]}";612;9866;Avenue Henri Fréville;35238;Rennes;5;;S 23;2013-05-01T22:00:00Z;Rennes Métropole;n°107 - pas de SV
48.0864078915, -1.67510166283;"{""type"": ""Point"", ""coordinates"": [-1.675101662829215, 48.086407891456766]}";613;9866;Avenue Henri Fréville;35238;Rennes;5;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°30 - pas de SV
48.1009125713, -1.69435893452;"{""type"": ""Point"", ""coordinates"": [-1.694358934524985, 48.10091257126772]}";618;10212;Rue du Petit Marteau;35238;Rennes;3;;S 23-1;2014-03-17T23:00:00Z;Rennes Métropole;n°2 - pas de SV
48.1199178793, -1.71360722401;"{""type"": ""Point"", ""coordinates"": [-1.713607224012803, 48.1199178792541]}";620;9485;Boulevard d'Anjou;35238;Rennes;4;;S 23-1;2013-12-18T23:00:00Z;Rennes Métropole;n°15 - pas de SV
48.1233747716, -1.65385707905;"{""type"": ""Point"", ""coordinates"": [-1.653857079046908, 48.12337477161242]}";625;10261;Parc de Maurepas;35238;Rennes;5;;S 23;1992-12-31T23:00:00Z;Rennes Métropole;face n°34 R.Poincaré
48.088720915, -1.6784519503;"{""type"": ""Point"", ""coordinates"": [-1.678451950295346, 48.08872091503675]}";635;8861;Boulevard Albert 1er;35238;Rennes;4;;autre;1998-12-31T23:00:00Z;Rennes Métropole;n°46
48.1076650988, -1.70178672778;"{""type"": ""Point"", ""coordinates"": [-1.701786727776948, 48.107665098783905]}";636;8913;Rue de Lorient;35238;Rennes;5;;autre;;Rennes Métropole;n°29 - pas de SV
48.0886241651, -1.67558136045;"{""type"": ""Point"", ""coordinates"": [-1.675581360453095, 48.08862416511565]}";643;9795;Cours d'Helsinki;35238;Rennes;2;;autre;;Rennes Métropole;n°1 - pas de SV
48.1083318329, -1.66707048222;"{""type"": ""Point"", ""coordinates"": [-1.667070482216595, 48.108331832886115]}";645;9016;Rue Dupont des Loges;35238;Rennes;7;;S 23;2000-12-31T23:00:00Z;Rennes Métropole;VDRennes n°71
48.0868529202, -1.69054299053;"{""type"": ""Point"", ""coordinates"": [-1.690542990534773, 48.086852920162336]}";650;9688;Allée Pierre de Coubertin;35238;Rennes;6;;autre;1989-12-31T23:00:00Z;Rennes Métropole;Dojo, n°1
48.0867435433, -1.68852217365;"{""type"": ""Point"", ""coordinates"": [-1.688522173646752, 48.08674354325938]}";651;9688;Allée Pierre de Coubertin;35238;Rennes;7;;autre;1999-12-31T23:00:00Z;Rennes Métropole;Acrosport, n°5
48.0837282829, -1.6660870125;"{""type"": ""Point"", ""coordinates"": [-1.666087012497321, 48.08372828289833]}";652;9597;Boulevard du Portugal;35238;Rennes;10;;autre;2011-12-31T23:00:00Z;Rennes Métropole;n°31
48.1162101865, -1.69089047378;"{""type"": ""Point"", ""coordinates"": [-1.690890473783456, 48.11621018650517]}";662;9259;Rue du Canal;35238;Rennes;2;;S 23-1;2014-09-21T22:00:00Z;Rennes Métropole;face n°2 - pas de SV
48.0867686278, -1.67786556705;"{""type"": ""Point"", ""coordinates"": [-1.677865567045504, 48.0867686278127]}";667;9589;Rue de Suède;35238;Rennes;5;;S 23-1;2014-04-25T22:00:00Z;Rennes Métropole;n°5 - pas de SV
48.0977127495, -1.67072800131;"{""type"": ""Point"", ""coordinates"": [-1.670728001305628, 48.09771274946875]}";675;8776;Boulevard Jacques Cartier;35238;Rennes;2;;;2015-03-09T23:00:00Z;Rennes Métropole;n°124
48.1299002544, -1.69601624126;"{""type"": ""Point"", ""coordinates"": [-1.696016241255142, 48.12990025444198]}";676;10000;Avenue André Mussat;35238;Rennes;5;;autre;2014-05-31T22:00:00Z;Rennes Métropole;gauche du n°11 - pas de SV
48.1054511143, -1.67398575186;"{""type"": ""Point"", ""coordinates"": [-1.673985751860773, 48.10545111426751]}";681;9142;Boulevard Magenta;35238;Rennes;7;;S 23;2006-12-31T23:00:00Z;Rennes Métropole;face n°25
48.0964746169, -1.66524370431;"{""type"": ""Point"", ""coordinates"": [-1.665243704306699, 48.09647461692172]}";736;8778;Rue Coutanceau;35238;Rennes;2;;S 23-1;2016-01-10T23:00:00Z;Rennes Métropole;n°33 - pas de SV
48.1175809978, -1.68448353526;"{""type"": ""Point"", ""coordinates"": [-1.684483535261419, 48.11758099779476]}";739;9627;Rue Legraverend;35238;Rennes;3;;S 23-1;2015-06-30T22:00:00Z;Rennes Métropole;n°43 - pas de SV
48.1070217915, -1.68704069158;"{""type"": ""Point"", ""coordinates"": [-1.687040691583055, 48.10702179153728]}";1658;8898;Rue des Trente;35238;Rennes;4;;S 23-1;2014-12-31T23:00:00Z;Rennes Métropole;n°2
48.1140919481, -1.61915219161;"{""type"": ""Point"", ""coordinates"": [-1.619152191605405, 48.11409194812837]}";1233;7308;Rue de Rennes;35051;Cesson-Sévigné;3;;SV 14;2012-12-31T23:00:00Z;Rennes Métropole;n°49A Pharmacie
48.1185563995, -1.59974787812;"{""type"": ""Point"", ""coordinates"": [-1.599747878124906, 48.11855639947737]}";1633;7216;Boulevard de Dézerseul;35051;Cesson-Sévigné;11;;SV 14;2016-12-31T23:00:00Z;Rennes Métropole;n°1B Espace Sportif Bourchevreuil
48.0904808799, -1.67711887544;"{""type"": ""Point"", ""coordinates"": [-1.677118875441694, 48.09048087990261]}";1662;9796;Square des Hautes Chalais;35238;Rennes;4;;S 23;2010-12-31T23:00:00Z;Privé;n°37
48.2110735594, -1.63111525138;"{""type"": ""Point"", ""coordinates"": [-1.631115251378479, 48.21107355942842]}";1667;6221;Place de l'Eglise;35079;Chevaigné;5;;SV 11;2007-12-31T23:00:00Z;Rennes Métropole;n°1
48.1005268885, -1.69031498367;"{""type"": ""Point"", ""coordinates"": [-1.69031498367318, 48.10052688846715]}";1683;8903;Rue Jules Verne;35238;Rennes;6;;SV 4;2014-12-31T23:00:00Z;Commune;face n°2 aire de jeux
48.1821435606, -1.64214926265;"{""type"": ""Point"", ""coordinates"": [-1.642149262649717, 48.18214356057566]}";1693;5829;Avenue d'Armorique;35024;Betton;5;;;2007-12-31T23:00:00Z;Rennes Métropole;n°24
48.0309160637, -1.73357707683;"{""type"": ""Point"", ""coordinates"": [-1.733577076832355, 48.030916063675065]}";1697;1368;Rue du Champ Niguel;35047;Bruz;4;;;2013-12-31T23:00:00Z;Rennes Métropole;Cimetière
48.035583296, -1.72324570694;"{""type"": ""Point"", ""coordinates"": [-1.723245706942551, 48.035583296031]}";1698;1681;Route départementale 44;35047;Bruz;4;;;2014-12-31T23:00:00Z;Rennes Métropole;à coté arrêt de BUS angle avenue Lavoisier
48.1835758682, -1.64587374652;"{""type"": ""Point"", ""coordinates"": [-1.645873746521355, 48.18357586822324]}";1676;5829;Avenue d'Armorique;35024;Betton;3;;SV 14;2007-12-31T23:00:00Z;Rennes Métropole;face n°53
48.1806521445, -1.63600449549;"{""type"": ""Point"", ""coordinates"": [-1.636004495491936, 48.18065214448448]}";1722;5966;Rue de Rennes;35024;Betton;2;;SV 14;2012-12-31T23:00:00Z;Rennes Métropole;n°1
48.0192570859, -1.74574132142;"{""type"": ""Point"", ""coordinates"": [-1.74574132141772, 48.01925708589543]}";1725;1420;Rue Gaudrine;35047;Bruz;5;;;2007-12-31T23:00:00Z;Rennes Métropole;n°47
48.0164446829, -1.74611295997;"{""type"": ""Point"", ""coordinates"": [-1.746112959972657, 48.016444682905906]}";1726;1680;Route départementale 77;35047;Bruz;6;;;2013-12-31T23:00:00Z;Rennes Métropole;parking du parc de l'an 2000
48.0416368941, -1.70586626747;"{""type"": ""Point"", ""coordinates"": [-1.705866267472532, 48.04163689406526]}";1729;1848;Avenue de la Marionnais;35066;Chartres-de-Bretagne;3;;;;Rennes Métropole;n°4
48.0293886318, -1.75798591775;"{""type"": ""Point"", ""coordinates"": [-1.757985917751921, 48.02938863178483]}";1702;1516;Place du Vert Buisson;35047;Bruz;8;;SV 20;2009-12-31T23:00:00Z;Rennes Métropole;à coté arrêts de BUS
48.1822640751, -1.6427809637;"{""type"": ""Point"", ""coordinates"": [-1.642780963702706, 48.18226407506732]}";1731;5829;Avenue d'Armorique;35024;Betton;7;;SV 16;2017-12-31T23:00:00Z;Rennes Métropole;n°22
48.1836465086, -1.6454181084;"{""type"": ""Point"", ""coordinates"": [-1.645418108400365, 48.18364650864308]}";1677;6010;Place du Trégor;35024;Betton;1;;SV 14;2007-12-31T23:00:00Z;Rennes Métropole;centre commercial
48.1009504238, -1.69001470542;"{""type"": ""Point"", ""coordinates"": [-1.690014705419519, 48.10095042379949]}";1736;21915;Vallon Jules Verne;35238;Rennes;6;;autre;2016-12-31T23:00:00Z;Rennes Métropole;rue Jules Verne
48.0259087357, -1.74471346016;"{""type"": ""Point"", ""coordinates"": [-1.744713460156385, 48.02590873567635]}";1708;1337;Avenue Alphonse Legault;35047;Bruz;3;;SV 19;;Rennes Métropole;n°5 bis
48.0769975011, -1.63188069275;"{""type"": ""Point"", ""coordinates"": [-1.631880692746858, 48.07699750113943]}";2948;1252;Rue de la Hallerais;35055;Chantepie;4;;;2007-12-31T23:00:00Z;Rennes Métropole;arrêt Car Martinière
48.0247824917, -1.75828967231;"{""type"": ""Point"", ""coordinates"": [-1.758289672314158, 48.024782491720735]}";2954;1449;Avenue Joseph Jan;35047;Bruz;4;;SV 21;2014-12-31T23:00:00Z;Rennes Métropole;n°58
48.0257082552, -1.7611372409;"{""type"": ""Point"", ""coordinates"": [-1.761137240904139, 48.02570825523489]}";2955;1503;Rue des Rossignols;35047;Bruz;4;;SV 20;;Rennes Métropole;rue de la Rabine angle
48.0251434146, -1.75289766513;"{""type"": ""Point"", ""coordinates"": [-1.75289766513482, 48.02514341456682]}";2953;1449;Avenue Joseph Jan;35047;Bruz;3;;SV 23;2014-12-31T23:00:00Z;Rennes Métropole;n°18
48.1078767427, -1.65907551377;"{""type"": ""Point"", ""coordinates"": [-1.659075513772823, 48.107876742749426]}";3353;8620;Rue Bertrand Robidou;35238;Rennes;3;;S 23-1;2018-07-30T22:00:00Z;Rennes Métropole;
47.9853553993, -1.57580780093;"{""type"": ""Point"", ""coordinates"": [-1.575807800927485, 47.98535539926049]}";3363;23192;Rue du Pâty Boudier;35088;Corps-Nuds;30;;;2007-12-31T23:00:00Z;Rennes Métropole;Gare
48.095915101, -1.76544163288;"{""type"": ""Point"", ""coordinates"": [-1.765441632877489, 48.09591510104114]}";3364;3831;Rue Nationale;35240;le Rheu;8;;;2007-12-31T23:00:00Z;Rennes Métropole;face n°16
48.0993870888, -1.79593343559;"{""type"": ""Point"", ""coordinates"": [-1.79593343558884, 48.099387088770364]}";3366;3621;Rue du Docteur Wagner;35240;le Rheu;2;;SV 10;2009-12-31T23:00:00Z;Rennes Métropole;parking Espace jeunesse le Quai
48.1007425753, -1.79566949147;"{""type"": ""Point"", ""coordinates"": [-1.795669491472528, 48.1007425752615]}";3367;257;Allée Romy Schneider;35055;Chantepie;4;;SV 10;2015-12-31T23:00:00Z;Rennes Métropole;entrée Eglise
48.0446523476, -1.56270113035;"{""type"": ""Point"", ""coordinates"": [-1.562701130349551, 48.04465234760872]}";3373;1222;Route départementale 34;35204;Nouvoitou;5;;;2007-12-31T23:00:00Z;Rennes Métropole;la Tremblais angle
48.0131265734, -1.71204064503;"{""type"": ""Point"", ""coordinates"": [-1.712040645033316, 48.01312657340269]}";3374;2523;Allée de la Mine;35363;Pont-Péan;6;;;;Rennes Métropole;Espace Beausoleil
48.0144752553, -1.59456619331;"{""type"": ""Point"", ""coordinates"": [-1.594566193306233, 48.014475255266404]}";3375;1148;Rue de la Ry;35250;Saint-Armel;6;;;2009-12-31T23:00:00Z;Rennes Métropole;derrière n°1
48.0526737564, -1.61554005757;"{""type"": ""Point"", ""coordinates"": [-1.615540057574107, 48.05267375642378]}";3775;860;Rue Glenn Miller;35352;Vern-sur-Seiche;4;;;;Rennes Métropole;espace jeux
48.1050966576, -1.67812810255;"{""type"": ""Point"", ""coordinates"": [-1.678128102548554, 48.10509665755351]}";3777;10229;Place du Colombier;35238;Rennes;7;;S 23-1;2018-07-02T22:00:00Z;Rennes Métropole;face n°22
48.1185739211, -1.68251375692;"{""type"": ""Point"", ""coordinates"": [-1.682513756917485, 48.11857392106591]}";452;8918;Rue de Dinan;35238;Rennes;5;;S 23;1998-12-31T23:00:00Z;Rennes Métropole;n°91
48.0526008617, -1.79058655534;"{""type"": ""Point"", ""coordinates"": [-1.790586555342277, 48.052600861687324]}";3782;2863;Chemin des Clôtures;35076;Chavagne;5;;SV 27;2007-12-31T23:00:00Z;Rennes Métropole;face n°1
48.1079599087, -1.67614949865;"{""type"": ""Point"", ""coordinates"": [-1.676149498648666, 48.107959908680094]}";3785;9093;Rue des Carmes;35238;Rennes;5;;S 23-1;2018-08-31T22:00:00Z;Rennes Métropole;face n°5
48.107363252, -1.67583640969;"{""type"": ""Point"", ""coordinates"": [-1.675836409688788, 48.10736325202018]}";741;9094;Boulevard de la Liberté;35238;Rennes;13;;S 23;2015-12-31T23:00:00Z;Rennes Métropole;n°11bis
48.1174446968, -1.60736396784;"{""type"": ""Point"", ""coordinates"": [-1.607363967840914, 48.117444696817316]}";1236;7165;Place des Arcades;35051;Cesson-Sévigné;3;;SV 14;2010-12-31T23:00:00Z;Rennes Métropole;n°2
48.1156292293, -1.6104489229;"{""type"": ""Point"", ""coordinates"": [-1.610448922901548, 48.115629229250594]}";3796;7318;Place Sévigné;35051;Cesson-Sévigné;24;;SV 34;2007-12-31T23:00:00Z;Rennes Métropole;n°1bis entre terrain tennis et salle de sport
48.1167739522, -1.5996320975;"{""type"": ""Point"", ""coordinates"": [-1.599632097502121, 48.11677395223548]}";3798;7187;Rue de la Chalotais;35051;Cesson-Sévigné;18;;SV 34;;Rennes Métropole;halle des sports du Lycée Sévigné
48.1077396404, -1.48538723813;"{""type"": ""Point"", ""coordinates"": [-1.485387238128307, 48.10773964039036]}";4201;7093;Rue de Rennes;35039;Brécé;6;;SV 37;2015-12-31T23:00:00Z;Rennes Métropole;n°29
48.1066980041, -1.48435162904;"{""type"": ""Point"", ""coordinates"": [-1.484351629037742, 48.10669800413643]}";4204;7082;Rue du Languedoc;35039;Brécé;4;;SV 38;;Rennes Métropole;Complexe sportif
48.1067005935, -1.48398939123;"{""type"": ""Point"", ""coordinates"": [-1.483989391227019, 48.106700593477825]}";4206;7082;Rue du Languedoc;35039;Brécé;5;;SV 38;;Rennes Métropole;Complexe sportif
48.1370249073, -1.54854227166;"{""type"": ""Point"", ""coordinates"": [-1.548542271661922, 48.13702490734461]}";774;7053;Route départementale 29;35001;Acigné;5;;SV 36;2015-12-31T23:00:00Z;Rennes Métropole;le Pont d'Ohin angle
48.1337015847, -1.53425865268;"{""type"": ""Point"", ""coordinates"": [-1.534258652683345, 48.13370158467108]}";4604;6892;Place de la Mairie;35001;Acigné;4;;SV 10;;Rennes Métropole;derrière la Mairie
48.1335615749, -1.53329651281;"{""type"": ""Point"", ""coordinates"": [-1.533296512807691, 48.13356157488818]}";4603;6870;Rue du Fort de la Motte;35001;Acigné;3;;SV 10;2012-12-31T23:00:00Z;Rennes Métropole;place de la Mairie angle
48.1332286772, -1.53386080234;"{""type"": ""Point"", ""coordinates"": [-1.533860802343369, 48.133228677226256]}";793;6892;Place de la Mairie;35001;Acigné;2;;SV 10;2012-12-31T23:00:00Z;Rennes Métropole;n°10
48.1319322487, -1.5364655229;"{""type"": ""Point"", ""coordinates"": [-1.53646552290493, 48.131932248651715]}";4609;6875;Rue du Grand Four;35001;Acigné;2;;SV 10;2007-12-31T23:00:00Z;Rennes Métropole;face n°7
48.1322177554, -1.53491239432;"{""type"": ""Point"", ""coordinates"": [-1.534912394317875, 48.13221775541253]}";4608;6869;Rue des Forgerons;35001;Acigné;1;;SV 10;2007-12-31T23:00:00Z;Rennes Métropole;n°4
48.1317705818, -1.53591771461;"{""type"": ""Point"", ""coordinates"": [-1.535917714609929, 48.13177058175964]}";4606;6875;Rue du Grand Four;35001;Acigné;2;;SV 10;2007-12-31T23:00:00Z;Rennes Métropole;face n°2
48.1759928852, -1.85259789167;"{""type"": ""Point"", ""coordinates"": [-1.852597891674706, 48.175992885170864]}";5023;4395;Rue du Parc;35081;Clayes;2;;SV 48;;Rennes Métropole;devant l'église
48.1112690609, -1.71155096202;"{""type"": ""Point"", ""coordinates"": [-1.711550962015303, 48.11126906088882]}";683;9399;Rue Charles Géniaux;35238;Rennes;6;;S 23;2004-12-31T23:00:00Z;Rennes Métropole;derrière n°28
48.1123818935, -1.68039943783;"{""type"": ""Point"", ""coordinates"": [-1.680399437825138, 48.1123818934582]}";690;9157;Rue de Toulouse;35238;Rennes;1;;S 23;1998-12-31T23:00:00Z;Rennes Métropole;face n°2 - pas de SV
48.1147698677, -1.67281430963;"{""type"": ""Point"", ""coordinates"": [-1.672814309631582, 48.114769867721435]}";697;10169;Place Saint-Melaine;35238;Rennes;3;;S 23;1995-12-31T23:00:00Z;Rennes Métropole;derrière église - pas de SV
48.0877746763, -1.67751576923;"{""type"": ""Point"", ""coordinates"": [-1.677515769225835, 48.08777467631664]}";705;9673;Promenade de Scandinavie;35238;Rennes;6;;autre;2014-07-09T22:00:00Z;Rennes Métropole;gymnase J.Prévert - pas de SV
48.0883586426, -1.67964398171;"{""type"": ""Point"", ""coordinates"": [-1.679643981708901, 48.08835864256079]}";706;8861;Boulevard Albert 1er;35238;Rennes;3;;autre;;Rennes Métropole;promenade de l'Oust angle n°40 - pas de SV
48.1024196006, -1.70788233655;"{""type"": ""Point"", ""coordinates"": [-1.707882336546604, 48.102419600569156]}";709;9837;Rue Ferdinand de Lesseps;35238;Rennes;4;;arceau;1999-12-31T23:00:00Z;Rennes Métropole;derrière n°18
48.1230009055, -1.71934022739;"{""type"": ""Point"", ""coordinates"": [-1.719340227389697, 48.123000905479586]}";714;9414;Passage du Rouergue;35238;Rennes;5;;autre;1992-12-31T23:00:00Z;Rennes Métropole;parc de Villejean
48.1089341418, -1.6917321895;"{""type"": ""Point"", ""coordinates"": [-1.691732189503493, 48.10893414178222]}";718;9648;Mail François Mitterrand;35238;Rennes;6;;S 23-1;;Rennes Métropole;face n°69 - pas de SV
48.109750729, -1.65345294514;"{""type"": ""Point"", ""coordinates"": [-1.653452945135191, 48.10975072901217]}";722;8615;Allée André Ménard;35238;Rennes;3;;S 23;2015-08-31T22:00:00Z;Rennes Métropole;J.malivel angle - pas de SV
48.1045881555, -1.67155854162;"{""type"": ""Point"", ""coordinates"": [-1.67155854162014, 48.10458815553799]}";728;9127;Avenue Louis Barthou;35238;Rennes;1;;;2015-09-13T22:00:00Z;Rennes Métropole;n°33
48.1021637041, -1.63828231924;"{""type"": ""Point"", ""coordinates"": [-1.638282319241644, 48.102163704093044]}";751;8535;Rue Jean-François Millet;35238;Rennes;2;;;2016-04-21T22:00:00Z;Rennes Métropole;n°33
48.0233732706, -1.73799358684;"{""type"": ""Point"", ""coordinates"": [-1.737993586839305, 48.023373270589]}";1709;1421;Avenue du Général de Gaulle;35047;Bruz;4;;SV 19;2013-12-31T23:00:00Z;Rennes Métropole;n°41
48.104121952, -1.6713310187;"{""type"": ""Point"", ""coordinates"": [-1.671331018701419, 48.10412195199114]}";726;9140;Boulevard Solférino;35238;Rennes;5;;S 23-1;2015-06-22T22:00:00Z;Rennes Métropole;n°4
48.1481990495, -1.76957243701;"{""type"": ""Point"", ""coordinates"": [-1.769572437014402, 48.14819904951766]}";3803;4832;Boulevard du Duc Jean V;35210;Pacé;8;;SV 35;2017-12-31T23:00:00Z;Rennes Métropole;parking cimetierre
48.1202086796, -1.65899092128;"{""type"": ""Point"", ""coordinates"": [-1.658990921284656, 48.12020867955717]}";1210;8756;Rue Zacharie Roussin;35238;Rennes;4;;S 23-1;2017-12-31T23:00:00Z;Rennes Métropole;Cs.Courtemanche derrière n°13
48.1146311638, -1.66367644375;"{""type"": ""Point"", ""coordinates"": [-1.663676443751612, 48.1146311637614]}";3;10040;Rue Denis et Eugène Bühler;35238;Rennes;5;;S 23;;Rennes Métropole;n°4
48.1245036697, -1.65809805263;"{""type"": ""Point"", ""coordinates"": [-1.658098052627308, 48.12450366969741]}";14;9991;Rue Charles-Marie Widor;35238;Rennes;2;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°20
48.0875622088, -1.67489162925;"{""type"": ""Point"", ""coordinates"": [-1.674891629252635, 48.087562208791304]}";19;9866;Avenue Henri Fréville;35238;Rennes;8;;autre;2001-12-31T23:00:00Z;Rennes Métropole;station métro Henri Fréville - pas de SV
48.1102071974, -1.68326277781;"{""type"": ""Point"", ""coordinates"": [-1.683262777811162, 48.110207197426675]}";27;9121;Quai Duguay-Trouin;35238;Rennes;6;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°22
48.1092933869, -1.67616867279;"{""type"": ""Point"", ""coordinates"": [-1.676168672792188, 48.10929338688994]}";29;9152;Rue Capitaine Alfred Dreyfus;35238;Rennes;3;;S 23;1995-12-31T23:00:00Z;Rennes Métropole;
48.1205836986, -1.68031645893;"{""type"": ""Point"", ""coordinates"": [-1.68031645893189, 48.12058369858941]}";33;9859;Rue François Ménez;35238;Rennes;5;;S 23;2008-12-31T23:00:00Z;Rennes Métropole;n°3
48.1191285484, -1.67070463096;"{""type"": ""Point"", ""coordinates"": [-1.670704630957949, 48.11912854844195]}";39;8745;Avenue Jules Ferry;35238;Rennes;5;;S 23;1997-12-31T23:00:00Z;Rennes Métropole;n°20
48.102779309, -1.66248599025;"{""type"": ""Point"", ""coordinates"": [-1.662485990245998, 48.10277930899492]}";41;10207;Mail Louise Bourgeois;35238;Rennes;10;;S 23;;Rennes Métropole;face au n°14
48.123646432, -1.69063221077;"{""type"": ""Point"", ""coordinates"": [-1.690632210767969, 48.123646431999646]}";44;9744;Allée du Biez-Jean;35238;Rennes;12;;autre;2004-12-31T23:00:00Z;Rennes Métropole;gymnase Félix Masson - pas de SV
48.1269389476, -1.66504764653;"{""type"": ""Point"", ""coordinates"": [-1.665047646534478, 48.12693894755045]}";45;8995;Avenue Général George S. Patton;35238;Rennes;3;;S 23;2015-04-20T22:00:00Z;Rennes Métropole;n°204
48.1053718133, -1.66620167897;"{""type"": ""Point"", ""coordinates"": [-1.666201678969155, 48.10537181333559]}";48;9126;Boulevard René Théophile Hyacinthe Laënnec;35238;Rennes;4;;S 23-1;2017-08-29T22:00:00Z;Rennes Métropole;square Français Libres face n°31 - pas de SV
48.0832703877, -1.69149002819;"{""type"": ""Point"", ""coordinates"": [-1.691490028186411, 48.083270387661095]}";49;9983;Avenue Georges Graff;35238;Rennes;3;;S 23;2016-02-11T23:00:00Z;Rennes Métropole;derrière MJC n°15 - pas de SV
48.0753566075, -1.71627651676;"{""type"": ""Point"", ""coordinates"": [-1.716276516758062, 48.0753566075068]}";54;8276;Mail Léon Blum;35281;Saint-Jacques-de-la-Lande;5;;SV 1;2007-12-31T23:00:00Z;Rennes Métropole;rue J.Auriol angle - terminus Bus
