Geo Point;Geo Shape;objectid;id_voie;nom_voie;code_insee;nom_commune;nombre_support;code_modele;libelle_modele;date_creation;gestionnaire;commentaire
48.1336058374, -1.63787370878;"{""type"": ""Point"", ""coordinates"": [-1.637873708778395, 48.13360583739028]}";194;9968;Rue de Jouanet;35238;Rennes;5;;S 23;;Rennes Métropole;derrière 16A - pas de SV
48.1102982628, -1.67165099488;"{""type"": ""Point"", ""coordinates"": [-1.671650994879492, 48.11029826278505]}";211;9021;Quai Dujardin;35238;Rennes;7;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°1
48.1081015726, -1.65976570721;"{""type"": ""Point"", ""coordinates"": [-1.659765707209029, 48.10810157257436]}";215;9969;Allée Georges Palante;35238;Rennes;5;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°4 - 1changé
48.1087451059, -1.67351700104;"{""type"": ""Point"", ""coordinates"": [-1.673517001041716, 48.10874510587214]}";218;9073;Rue Jean-Marie Duhamel;35238;Rennes;4;;S 23;2009-02-01T23:00:00Z;Rennes Métropole;face au n°1
48.1047078836, -1.66758393373;"{""type"": ""Point"", ""coordinates"": [-1.66758393373237, 48.10470788362059]}";229;9140;Boulevard Solférino;35238;Rennes;5;;S 23;2007-12-31T23:00:00Z;Rennes Métropole;n°33
48.1070441993, -1.67049041953;"{""type"": ""Point"", ""coordinates"": [-1.670490419530466, 48.10704419933572]}";231;10052;Rue Saint-Hélier;35238;Rennes;5;;S 23;2002-12-31T23:00:00Z;Rennes Métropole;n°25 - pas de SV
48.0841433751, -1.67866961791;"{""type"": ""Point"", ""coordinates"": [-1.678669617913569, 48.084143375118586]}";240;10028;Rue des Loriettes;35238;Rennes;7;;S 23;2015-12-31T23:00:00Z;Rennes Métropole;promenade Lofoten angle - pas de SV
48.1223273895, -1.63953078628;"{""type"": ""Point"", ""coordinates"": [-1.639530786278196, 48.1223273895187]}";244;9944;Avenue Professeur Charles Foulon;35238;Rennes;6;;S 23;2016-05-31T22:00:00Z;Rennes Métropole;n°39
48.0929558568, -1.64057842152;"{""type"": ""Point"", ""coordinates"": [-1.640578421518778, 48.09295585682581]}";245;8975;Rue de la Poterie;35238;Rennes;8;;autre;1994-12-31T23:00:00Z;Rennes Métropole;n°110
48.0973840233, -1.6418638912;"{""type"": ""Point"", ""coordinates"": [-1.641863891195225, 48.097384023325255]}";249;9167;Rue de Châteaugiron;35238;Rennes;4;;S 23;2006-12-31T23:00:00Z;Rennes Métropole;n°167
48.0966959983, -1.65950274436;"{""type"": ""Point"", ""coordinates"": [-1.659502744358349, 48.096695998266334]}";257;8512;Boulevard Franklin Roosevelt;35238;Rennes;4;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°21
48.0933601492, -1.66191109339;"{""type"": ""Point"", ""coordinates"": [-1.661911093387094, 48.09336014922927]}";268;8855;Rue Adolphe Leray;35238;Rennes;9;;S 23;2010-09-14T22:00:00Z;Rennes Métropole;face au n°117 - +4 sup 16/07/13
48.1226550146, -1.68608918963;"{""type"": ""Point"", ""coordinates"": [-1.686089189628986, 48.12265501463992]}";277;9332;Rue de Coëtlogon;35238;Rennes;2;;S 23;2002-12-31T23:00:00Z;Rennes Métropole;n°3
48.1233770065, -1.68441975956;"{""type"": ""Point"", ""coordinates"": [-1.68441975956452, 48.12337700649118]}";278;9398;Rue de Saint-Malo;35238;Rennes;3;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°208 bis
48.1246263712, -1.68173289304;"{""type"": ""Point"", ""coordinates"": [-1.681732893038077, 48.12462637117813]}";282;8481;Rue Victor Ségalen;35238;Rennes;5;;S 23;1994-12-31T23:00:00Z;Rennes Métropole;n°38
48.1232739524, -1.67873172202;"{""type"": ""Point"", ""coordinates"": [-1.678731722021102, 48.12327395238791]}";283;8632;Rue Armand Rébillon;35238;Rennes;5;;S 23;2005-12-31T23:00:00Z;Rennes Métropole;n°33
48.1264857602, -1.6591999927;"{""type"": ""Point"", ""coordinates"": [-1.659199992697074, 48.12648576023789]}";286;8960;Rue de Louvain;35238;Rennes;4;;S 23;2008-12-31T23:00:00Z;Rennes Métropole;n°2 - pas de SV
48.1294302006, -1.65640676864;"{""type"": ""Point"", ""coordinates"": [-1.656406768641846, 48.12943020064431]}";299;9692;Rue Guy Ropartz;35238;Rennes;4;;S 23;2005-12-31T23:00:00Z;Rennes Métropole;n°14
48.1239598843, -1.64619502781;"{""type"": ""Point"", ""coordinates"": [-1.646195027807823, 48.12395988427962]}";304;9829;Square la Grande Charbonnière;35238;Rennes;5;;autre;2002-12-31T23:00:00Z;Rennes Métropole;rond point
48.1214238501, -1.65468451103;"{""type"": ""Point"", ""coordinates"": [-1.654684511030206, 48.121423850140786]}";307;10261;Parc de Maurepas;35238;Rennes;5;;S 23;1992-12-31T23:00:00Z;Rennes Métropole;entrée Painlevé/Poincaré
48.1168045898, -1.65604109316;"{""type"": ""Point"", ""coordinates"": [-1.656041093163066, 48.11680458980109]}";309;8758;Boulevard Alexis Carrel;35238;Rennes;4;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°4
48.1065010193, -1.69312702465;"{""type"": ""Point"", ""coordinates"": [-1.693127024646309, 48.10650101925575]}";321;9633;Rue Malakoff;35238;Rennes;3;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°5
48.1043099082, -1.68858200675;"{""type"": ""Point"", ""coordinates"": [-1.688582006754294, 48.104309908190345]}";322;8892;Allée Guillaume Gruel;35238;Rennes;8;;autre;1996-12-31T23:00:00Z;Rennes Métropole;- Ral NC
48.1183256524, -1.6723111718;"{""type"": ""Point"", ""coordinates"": [-1.672311171798826, 48.11832565239631]}";337;8746;Rue de Brizeux;35238;Rennes;3;;S 23;2002-12-31T23:00:00Z;Rennes Métropole;face au n°28
48.1133909879, -1.68106014499;"{""type"": ""Point"", ""coordinates"": [-1.681060144992041, 48.11339098789811]}";338;9115;Rue Leperdit;35238;Rennes;5;;S 23;2011-09-07T22:00:00Z;Rennes Métropole;n°7 - pas de SV
48.1020225374, -1.67266939195;"{""type"": ""Point"", ""coordinates"": [-1.672669391948403, 48.10202253739171]}";345;9244;Rue de Châtillon;35238;Rennes;27;;autre;1992-12-31T23:00:00Z;Rennes Métropole;parking Gare-sud niveau-1
48.1117894247, -1.68566572141;"{""type"": ""Point"", ""coordinates"": [-1.685665721411082, 48.111789424704256]}";353;8957;Rue Nantaise;35238;Rennes;4;;S 23;2005-12-31T23:00:00Z;Rennes Métropole;n°29
48.1021596515, -1.69987374009;"{""type"": ""Point"", ""coordinates"": [-1.699873740091314, 48.10215965147727]}";354;9705;Square Yannick Frémin;35238;Rennes;4;;S 23;2004-12-31T23:00:00Z;Rennes Métropole;n°67 - pas de SV
48.1237358372, -1.70587692208;"{""type"": ""Point"", ""coordinates"": [-1.705876922081453, 48.12373583721746]}";356;9482;Rue de Lorraine;35238;Rennes;2;;S 23;1998-12-31T23:00:00Z;Rennes Métropole;n°18
48.122292997, -1.70428174062;"{""type"": ""Point"", ""coordinates"": [-1.704281740616371, 48.12229299696082]}";360;9480;Square d'Alsace;35238;Rennes;3;;S 23;;Rennes Métropole;n°1
48.12229628, -1.70401209136;"{""type"": ""Point"", ""coordinates"": [-1.704012091358919, 48.12229627999674]}";361;9480;Square d'Alsace;35238;Rennes;6;;S 23;;Rennes Métropole;n°1
48.124359976, -1.70908667213;"{""type"": ""Point"", ""coordinates"": [-1.709086672126862, 48.12435997599734]}";370;9478;Avenue Sir Winston Churchill;35238;Rennes;6;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;carrefour C.Tillon
48.1197401096, -1.70817708191;"{""type"": ""Point"", ""coordinates"": [-1.708177081913708, 48.11974010956]}";371;9478;Avenue Sir Winston Churchill;35238;Rennes;3;;autre;1999-12-31T23:00:00Z;Rennes Métropole;n°10
48.1198223117, -1.71552914945;"{""type"": ""Point"", ""coordinates"": [-1.715529149450833, 48.11982231173077]}";377;9438;Rue d'Armagnac;35238;Rennes;3;;S 23;2002-12-31T23:00:00Z;Rennes Métropole;n°7
48.0881733334, -1.66343309584;"{""type"": ""Point"", ""coordinates"": [-1.663433095835529, 48.088173333439045]}";383;9227;Boulevard Louis Volclair;35238;Rennes;5;;S 23;;Rennes Métropole;n°12
48.0884783868, -1.65940780475;"{""type"": ""Point"", ""coordinates"": [-1.659407804751955, 48.088478386823446]}";394;10192;Boulevard de Yougoslavie;35238;Rennes;8;;S 23;2004-12-31T23:00:00Z;Rennes Métropole;n°3
48.0876167883, -1.65403385644;"{""type"": ""Point"", ""coordinates"": [-1.654033856439229, 48.087616788269074]}";401;10239;Place de Zagreb;35238;Rennes;7;;autre;2001-12-31T23:00:00Z;Rennes Métropole;
48.0868316045, -1.67763857578;"{""type"": ""Point"", ""coordinates"": [-1.677638575775032, 48.08683160449495]}";410;9589;Rue de Suède;35238;Rennes;4;;autre;2001-12-31T23:00:00Z;Rennes Métropole;n°5 - pas de SV
48.0870729074, -1.67914105854;"{""type"": ""Point"", ""coordinates"": [-1.679141058542626, 48.08707290742913]}";411;9611;Square de Stockholm;35238;Rennes;3;;S 23;;Rennes Métropole;n°1 - pas de SV
48.0897861084, -1.68864971883;"{""type"": ""Point"", ""coordinates"": [-1.688649718827464, 48.08978610838164]}";418;8861;Boulevard Albert 1er;35238;Rennes;15;;S 23;1989-12-31T23:00:00Z;Rennes Métropole;sortie parking - entretien
48.112409624, -1.68379488695;"{""type"": ""Point"", ""coordinates"": [-1.683794886954833, 48.11240962400348]}";437;9161;Place des Lices;35238;Rennes;6;;S 23;1994-12-31T23:00:00Z;Rennes Métropole;n°31
48.1171224712, -1.68312841176;"{""type"": ""Point"", ""coordinates"": [-1.683128411759831, 48.11712247121829]}";439;8918;Rue de Dinan;35238;Rennes;5;;S 23;;Rennes Métropole;n°48
48.1086884368, -1.68464260335;"{""type"": ""Point"", ""coordinates"": [-1.684642603351806, 48.10868843680408]}";446;9634;Place de Bretagne;35238;Rennes;4;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°8
48.1058316347, -1.67813917127;"{""type"": ""Point"", ""coordinates"": [-1.678139171272724, 48.10583163470495]}";453;9636;Rue Emile Souvestre;35238;Rennes;8;;S 23;1992-12-31T23:00:00Z;Rennes Métropole;face au n°15 - pas de SV
48.1060396302, -1.68242348769;"{""type"": ""Point"", ""coordinates"": [-1.682423487690865, 48.106039630212905]}";464;9725;Rue du Puits Mauger;35238;Rennes;3;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°24
48.1073140551, -1.68053981275;"{""type"": ""Point"", ""coordinates"": [-1.680539812748055, 48.10731405505256]}";468;8848;Rue Tronjolly;35238;Rennes;4;;S 23;2003-12-31T23:00:00Z;Rennes Métropole;n°2
48.1051589049, -1.67591647405;"{""type"": ""Point"", ""coordinates"": [-1.675916474052866, 48.105158904917324]}";482;9144;Cours des Alliés;35238;Rennes;8;;S 23;2000-12-31T23:00:00Z;Rennes Métropole;n°4bis - pas de SV
48.1085358777, -1.67973081948;"{""type"": ""Point"", ""coordinates"": [-1.679730819479305, 48.108535877682634]}";491;9153;Place Honoré Commeurec;35238;Rennes;4;;S 23;1994-12-31T23:00:00Z;Rennes Métropole;n°13
48.1076030038, -1.68010797133;"{""type"": ""Point"", ""coordinates"": [-1.680107971325242, 48.1076030037864]}";493;9154;Rue de Nemours;35238;Rennes;4;;S 23;1994-12-31T23:00:00Z;Rennes Métropole;face au n°32
48.1092597028, -1.68134831492;"{""type"": ""Point"", ""coordinates"": [-1.68134831491931, 48.109259702770174]}";502;9098;Rue de la Parcheminerie;35238;Rennes;5;;S 23;1994-12-31T23:00:00Z;Rennes Métropole;- pas de SV
48.1149575918, -1.67699047135;"{""type"": ""Point"", ""coordinates"": [-1.676990471350751, 48.114957591787054]}";510;9036;Place Hoche;35238;Rennes;9;;S 23;1995-12-31T23:00:00Z;Rennes Métropole;face au n°12
48.1098153815, -1.67472075136;"{""type"": ""Point"", ""coordinates"": [-1.674720751357563, 48.10981538153382]}";515;9065;Quai Emile Zola;35238;Rennes;5;;S 23;1994-12-31T23:00:00Z;Rennes Métropole;n°20
48.1114873491, -1.67989392276;"{""type"": ""Point"", ""coordinates"": [-1.679893922756047, 48.111487349103086]}";523;9059;Place de la Mairie;35238;Rennes;9;;S 23;1997-12-31T23:00:00Z;Rennes Métropole;
48.1144588125, -1.67871429834;"{""type"": ""Point"", ""coordinates"": [-1.678714298338013, 48.11445881253579]}";526;9039;Rue de la Visitation;35238;Rennes;4;;S 23;2007-12-31T23:00:00Z;Rennes Métropole;n°7
48.1127137496, -1.68018074974;"{""type"": ""Point"", ""coordinates"": [-1.680180749741139, 48.11271374958611]}";528;9052;Rue du Champ Jacquet;35238;Rennes;3;;S 23;2004-12-31T23:00:00Z;Rennes Métropole;n°4
48.1017495414, -1.66521001001;"{""type"": ""Point"", ""coordinates"": [-1.665210010005332, 48.101749541356334]}";537;9248;Rue Albert de Mun;35238;Rennes;6;;S 23;2012-01-10T23:00:00Z;Rennes Métropole;face école élémentaire
48.1079094244, -1.67378356159;"{""type"": ""Point"", ""coordinates"": [-1.673783561588616, 48.10790942437356]}";539;10089;Square de Kergus;35238;Rennes;4;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°1 angle St-Thomas
48.0890838067, -1.68238349789;"{""type"": ""Point"", ""coordinates"": [-1.682383497887246, 48.08908380673593]}";553;8870;Avenue du Canada;35238;Rennes;5;;S 23;2012-03-27T22:00:00Z;Rennes Métropole;n°2
48.1093900368, -1.70027925572;"{""type"": ""Point"", ""coordinates"": [-1.700279255715092, 48.10939003680766]}";559;8936;Rue Desaix;35238;Rennes;2;;S 23;;Rennes Métropole;face au n°12 - pas de SV
48.0900363772, -1.67496577205;"{""type"": ""Point"", ""coordinates"": [-1.674965772053395, 48.090036377229694]}";560;9866;Avenue Henri Fréville;35238;Rennes;5;;S 23;2006-12-31T23:00:00Z;Rennes Métropole;n°16 - pas de SV
48.0903027546, -1.67355329524;"{""type"": ""Point"", ""coordinates"": [-1.673553295236992, 48.090302754624275]}";561;9866;Avenue Henri Fréville;35238;Rennes;5;;S 23;2001-12-31T23:00:00Z;Rennes Métropole;n°13
48.1078725468, -1.68003792484;"{""type"": ""Point"", ""coordinates"": [-1.680037924841657, 48.107872546805055]}";567;9154;Rue de Nemours;35238;Rennes;6;;S 23-1;2012-04-23T22:00:00Z;Rennes Métropole;face n°26
48.087301925, -1.64398950039;"{""type"": ""Point"", ""coordinates"": [-1.643989500387991, 48.087301924975186]}";577;9972;Rue Emile Littré;35238;Rennes;1;;S 23;2001-12-31T23:00:00Z;Rennes Métropole;- pas de SV
48.1311557739, -1.641493773;"{""type"": ""Point"", ""coordinates"": [-1.641493772998591, 48.13115577392562]}";582;9963;Rue du Pâtis Tatelin;35238;Rennes;3;;S 23;2012-06-12T22:00:00Z;Rennes Métropole;n°6
48.1305108861, -1.6424097006;"{""type"": ""Point"", ""coordinates"": [-1.642409700600773, 48.13051088608822]}";583;9963;Rue du Pâtis Tatelin;35238;Rennes;3;;S 23;2012-06-12T22:00:00Z;Rennes Métropole;n°2
48.1116834592, -1.66451054867;"{""type"": ""Point"", ""coordinates"": [-1.664510548673596, 48.11168345920323]}";585;9070;Rue Richard-Lenoir;35238;Rennes;3;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°17
48.1095513193, -1.68501576093;"{""type"": ""Point"", ""coordinates"": [-1.685015760929437, 48.1095513192575]}";586;8899;Quai de la Prévalaye;35238;Rennes;3;;S 23;2012-08-26T22:00:00Z;Rennes Métropole;n°3 - pas de SV
48.1106854937, -1.68526683072;"{""type"": ""Point"", ""coordinates"": [-1.68526683071926, 48.1106854936716]}";587;8957;Rue Nantaise;35238;Rennes;2;;S 23;2012-08-26T22:00:00Z;Rennes Métropole;n°1 - pas de SV
48.1264052031, -1.63796481285;"{""type"": ""Point"", ""coordinates"": [-1.637964812853288, 48.12640520310857]}";600;9569;Square Pedro Florès;35238;Rennes;1;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°42 - pas de SV
48.1086092361, -1.66327607368;"{""type"": ""Point"", ""coordinates"": [-1.663276073680439, 48.10860923605242]}";609;9130;Rue Alphonse Guérin;35238;Rennes;5;;S 23;1995-12-31T23:00:00Z;Rennes Métropole;C.s C.Bougouin n°10 - pas de SV
48.1078796397, -1.69277279936;"{""type"": ""Point"", ""coordinates"": [-1.692772799355676, 48.10787963970628]}";617;8907;Quai Saint-Cyr;35238;Rennes;7;;autre;;Rennes Métropole;n°62
48.1118016571, -1.67754857375;"{""type"": ""Point"", ""coordinates"": [-1.677548573751451, 48.11180165709579]}";641;9041;Place du Parlement de Bretagne;35238;Rennes;4;;S 23-1;2014-08-27T22:00:00Z;Rennes Métropole;face n°3 - pas de SV
48.0846913892, -1.65066643513;"{""type"": ""Point"", ""coordinates"": [-1.650666435125248, 48.084691389183554]}";644;8561;Avenue de Pologne;35238;Rennes;4;;S 23;2002-12-31T23:00:00Z;Rennes Métropole;n°15 - pas de SV
48.1085147487, -1.67117687642;"{""type"": ""Point"", ""coordinates"": [-1.67117687641931, 48.10851474865632]}";664;9018;Rue Hippolyte Lucas;35238;Rennes;1;;S 23-1;2014-10-13T22:00:00Z;Rennes Métropole;- pas de SV
48.1234961968, -1.70892038245;"{""type"": ""Point"", ""coordinates"": [-1.708920382454689, 48.12349619682489]}";665;9478;Avenue Sir Winston Churchill;35238;Rennes;5;;S 23-1;2014-10-20T22:00:00Z;Rennes Métropole;n°34 - pas de SV
48.0996028157, -1.64866169939;"{""type"": ""Point"", ""coordinates"": [-1.648661699390457, 48.09960281573688]}";668;9167;Rue de Châteaugiron;35238;Rennes;6;;autre;;Rennes Métropole;bibliothèque Landry n°100 - pas de SV
48.1189096947, -1.70947203778;"{""type"": ""Point"", ""coordinates"": [-1.709472037779963, 48.11890969472772]}";685;9479;Square du Berry;35238;Rennes;4;;S 23;2013-12-31T23:00:00Z;Rennes Métropole;devant WC - pas de SV
48.110799364, -1.67649251786;"{""type"": ""Point"", ""coordinates"": [-1.676492517858282, 48.110799363971964]}";729;9045;Place Saint-Germain;35238;Rennes;3;;S 23;2015-09-07T22:00:00Z;Rennes Métropole;face n°3 - pas de SV
48.1042138999, -1.67316204392;"{""type"": ""Point"", ""coordinates"": [-1.673162043923369, 48.1042138999025]}";731;9689;Place de la Gare;35238;Rennes;10;;S 23;2015-10-08T22:00:00Z;Rennes Métropole;n°7 - pas de SV
48.106221753, -1.69201379233;"{""type"": ""Point"", ""coordinates"": [-1.692013792329534, 48.106221753030965]}";747;8920;Rue Denis Papin;35238;Rennes;3;;;2016-04-13T22:00:00Z;Rennes Métropole;n°22
48.1099966035, -1.68792669368;"{""type"": ""Point"", ""coordinates"": [-1.687926693682412, 48.10999660352245]}";749;9648;Mail François Mitterrand;35238;Rennes;6;;;2016-04-13T22:00:00Z;Rennes Métropole;n°20
48.1604024814, -1.58602655652;"{""type"": ""Point"", ""coordinates"": [-1.586026556521115, 48.160402481415154]}";1648;7697;Rue Nationale;35334;Thorigné-Fouillard;2;;SV 1;2012-12-31T23:00:00Z;Rennes Métropole;entre n°38 et 36bis
48.1524386823, -1.57765684336;"{""type"": ""Point"", ""coordinates"": [-1.577656843356699, 48.15243868234397]}";1650;7695;Rue des Moulins;35334;Thorigné-Fouillard;6;;SV 6;;Rennes Métropole;n°7 cimetierre
48.1093788517, -1.68182217381;"{""type"": ""Point"", ""coordinates"": [-1.68182217381223, 48.109378851738924]}";797;9096;Rue de La Chalotais;35238;Rennes;8;;S 23-1;2016-10-01T22:00:00Z;Rennes Métropole;face et devant n°19 - pas de SV
48.1087109553, -1.71018790817;"{""type"": ""Point"", ""coordinates"": [-1.71018790816587, 48.10871095533905]}";104;9358;Rue Moulin du Comte;35238;Rennes;6;;S 23;2007-12-31T23:00:00Z;Rennes Métropole;angle rue de lorient - + C13a
48.1175811642, -1.60890820034;"{""type"": ""Point"", ""coordinates"": [-1.608908200340711, 48.117581164218606]}";1234;7165;Place des Arcades;35051;Cesson-Sévigné;3;;SV 14;2013-12-31T23:00:00Z;Rennes Métropole;C.C Beausoleil
48.0247539474, -1.7471294644;"{""type"": ""Point"", ""coordinates"": [-1.747129464398027, 48.02475394738847]}";1713;1397;Place du Docteur Joly;35047;Bruz;3;;;2009-12-31T23:00:00Z;Rennes Métropole;n°16
48.1058230844, -1.67190099521;"{""type"": ""Point"", ""coordinates"": [-1.671900995212172, 48.10582308441932]}";1716;9073;Rue Jean-Marie Duhamel;35238;Rennes;4;;;2018-06-06T22:00:00Z;Rennes Métropole;n°47
48.0416410493, -1.79230087692;"{""type"": ""Point"", ""coordinates"": [-1.792300876918283, 48.04164104930887]}";1727;2932;les Bouvais;35076;Chavagne;3;;;2017-12-31T23:00:00Z;Rennes Métropole;boulodrome
48.0284363797, -1.75167411341;"{""type"": ""Point"", ""coordinates"": [-1.751674113405776, 48.0284363796819]}";1705;1369;Rue Champion de Cicé;35047;Bruz;5;;SV 22;;Rennes Métropole;gare sncf
48.0222819108, -1.74433674195;"{""type"": ""Point"", ""coordinates"": [-1.744336741950824, 48.02228191084655]}";2140;1362;Place de Bretagne;35047;Bruz;2;;SV 19;;Rennes Métropole;n°5
48.0220881858, -1.7439889918;"{""type"": ""Point"", ""coordinates"": [-1.743988991803615, 48.022088185779786]}";2141;1362;Place de Bretagne;35047;Bruz;4;;SV 19;;Rennes Métropole;n°12 centre commercial
48.0295236456, -1.75930312352;"{""type"": ""Point"", ""coordinates"": [-1.759303123517527, 48.02952364562072]}";2950;1516;Place du Vert Buisson;35047;Bruz;4;;SV 20;2009-12-31T23:00:00Z;Rennes Métropole;devant la fontaine
48.0290622153, -1.75856518922;"{""type"": ""Point"", ""coordinates"": [-1.758565189224422, 48.02906221529832]}";2952;1516;Place du Vert Buisson;35047;Bruz;5;;SV 20;2009-12-31T23:00:00Z;Rennes Métropole;entre n°8 et 10
48.0297874834, -1.75894097808;"{""type"": ""Point"", ""coordinates"": [-1.758940978079558, 48.02978748339952]}";1743;1516;Place du Vert Buisson;35047;Bruz;4;;SV 20;2009-12-31T23:00:00Z;Rennes Métropole;n°5
48.0291656956, -1.75924104385;"{""type"": ""Point"", ""coordinates"": [-1.759241043848145, 48.029165695579174]}";1701;1516;Place du Vert Buisson;35047;Bruz;8;;SV 20;2007-12-31T23:00:00Z;Rennes Métropole;du n°4 au 8
48.1347738466, -1.53334600253;"{""type"": ""Point"", ""coordinates"": [-1.533346002533105, 48.13477384656266]}";4601;6929;Rue des Verdaudais;35001;Acigné;1;;SV 10;2016-12-31T23:00:00Z;Rennes Métropole;la Poste
48.1324807569, -1.53441362221;"{""type"": ""Point"", ""coordinates"": [-1.534413622214737, 48.13248075693917]}";4611;6845;Rue de Calais;35001;Acigné;2;;SV 10;2015-12-31T23:00:00Z;Rennes Métropole;face n°12
48.0903869524, -1.62635450233;"{""type"": ""Point"", ""coordinates"": [-1.626354502331693, 48.09038695239944]}";2947;227;Rue du Moulin;35055;Chantepie;14;;SV 43;2014-12-31T23:00:00Z;Rennes Métropole;entrée Décathlon
48.0889273939, -1.62081946403;"{""type"": ""Point"", ""coordinates"": [-1.620819464029225, 48.0889273939463]}";5010;129;Avenue André Bonnin;35055;Chantepie;1;;SV 11;2007-12-31T23:00:00Z;Rennes Métropole;n°51 bis
48.0857962691, -1.63200008244;"{""type"": ""Point"", ""coordinates"": [-1.632000082435499, 48.085796269121374]}";5007;187;Allée de Guerlédan;35055;Chantepie;20;;SV 44;2007-12-31T23:00:00Z;Privé;n°16 - Leroy Merlin
48.088068581, -1.6202406929;"{""type"": ""Point"", ""coordinates"": [-1.620240692904166, 48.08806858096828]}";5013;220;Place des Marelles;35055;Chantepie;2;;SV 11;2007-12-31T23:00:00Z;Rennes Métropole;entre le n°2 et 8
48.0885103234, -1.62043909272;"{""type"": ""Point"", ""coordinates"": [-1.620439092718856, 48.088510323388206]}";5012;129;Avenue André Bonnin;35055;Chantepie;2;;SV 11;2013-12-31T23:00:00Z;Rennes Métropole;n°44 - Mairie
48.0871462666, -1.61609847426;"{""type"": ""Point"", ""coordinates"": [-1.616098474262311, 48.08714626655677]}";2945;129;Avenue André Bonnin;35055;Chantepie;2;;SV 11;2012-12-31T23:00:00Z;Rennes Métropole;n°99 - pole petite enfance
48.1781187252, -1.85312492396;"{""type"": ""Point"", ""coordinates"": [-1.853124923961041, 48.1781187252043]}";5022;4395;Rue du Parc;35081;Clayes;2;;SV 48;;Rennes Métropole;n°9 parking
48.215652404, -1.8919265812;"{""type"": ""Point"", ""coordinates"": [-1.891926581195444, 48.21565240395122]}";5024;19499;Place de l'Eglise Saint-Martin;35245;Romillé;1;;SV 49;2017-12-31T23:00:00Z;Rennes Métropole;face n°2
48.1129220605, -1.60857863062;"{""type"": ""Point"", ""coordinates"": [-1.608578630622959, 48.112922060548094]}";5026;7291;Avenue des Peupliers;35051;Cesson-Sévigné;6;;SV 37;2018-11-01T23:00:00Z;Privé;n°12
48.1051922377, -1.69214369418;"{""type"": ""Point"", ""coordinates"": [-1.692143694182956, 48.10519223769731]}";588;8894;Rue Surcouf;35238;Rennes;3;;S 23;2012-05-21T22:00:00Z;Rennes Métropole;n°13 bis - pas de SV
48.1210095567, -1.70368320203;"{""type"": ""Point"", ""coordinates"": [-1.703683202026435, 48.121009556695256]}";590;9750;Place Recteur Henri Le Moal;35238;Rennes;3;;S 23;2012-06-13T22:00:00Z;Rennes Métropole;n°1
48.0921440612, -1.66300367796;"{""type"": ""Point"", ""coordinates"": [-1.66300367796304, 48.0921440611583]}";593;10158;Square Etienne Nicol;35238;Rennes;2;;S 23;2012-09-25T22:00:00Z;Rennes Métropole;n°2 - pas de SV
48.1264797116, -1.63769057711;"{""type"": ""Point"", ""coordinates"": [-1.637690577110215, 48.12647971158718]}";598;9569;Square Pedro Florès;35238;Rennes;1;;S 23;1999-12-31T23:00:00Z;Rennes Métropole;n°40 - pas de SV
48.130288919, -1.71709408403;"{""type"": ""Point"", ""coordinates"": [-1.717094084033524, 48.130288919016536]}";669;9898;Chemin rural 4 de VC 6 à la Gaucherais;35238;Rennes;5;;;2014-10-07T22:00:00Z;Rennes Métropole;le Grand Breil
48.0897025495, -1.64852323648;"{""type"": ""Point"", ""coordinates"": [-1.648523236483839, 48.089702549505304]}";671;8561;Avenue de Pologne;35238;Rennes;4;;S 23;2004-12-31T23:00:00Z;Rennes Métropole;derrière le n°7
48.1195204798, -1.7105504795;"{""type"": ""Point"", ""coordinates"": [-1.710550479497018, 48.119520479786146]}";684;9479;Square du Berry;35238;Rennes;5;;S 23;2004-12-31T23:00:00Z;Rennes Métropole;derrière gymnase - pas de SV
48.1113347426, -1.66755371065;"{""type"": ""Point"", ""coordinates"": [-1.667553710653085, 48.11133474263628]}";689;9074;Rue François Bizette;35238;Rennes;3;;S 23;2009-12-31T23:00:00Z;Rennes Métropole;CPB n°13
48.1108223721, -1.68353283899;"{""type"": ""Point"", ""coordinates"": [-1.683532838994917, 48.1108223720991]}";703;8944;Rue du Griffon;35238;Rennes;6;;S 23;1995-12-31T23:00:00Z;Rennes Métropole;CCAS n°3
48.1043232924, -1.67705800929;"{""type"": ""Point"", ""coordinates"": [-1.677058009287804, 48.104323292375426]}";704;9241;Rue de l'Alma;35238;Rennes;3;;S 23-1;2015-03-17T23:00:00Z;Rennes Métropole;esplanade du champs de Mars angle - pas de SV
48.1051485221, -1.71015205144;"{""type"": ""Point"", ""coordinates"": [-1.710152051440715, 48.105148522140446]}";710;10004;Rue Jules Vallès;35238;Rennes;10;;autre;1995-12-31T23:00:00Z;Rennes Métropole;C.s Moulin du Comte n°22 - pas de SV
